earnings,lnearnings,dearnings,gender,age,lnage,agesq,education,educsquared,agebyeduc,genderbyage,genderbyeduc,hours,lnhours,genderbyhours,dself,dprivate,dgovt,state,statefip,stateunemp,stateincomepc,year,pernum,perwt,relate,region,metro,marst,race,raced,hispan,racesing,hcovany,attainededuc,detailededuc,empstat,classwkr,classwkrd,wkswork2,workedyr,inctot,incwage,incbus00,incearn
375000.0,12.8346815,1.0,0,52,3.9512436,2704.0,18.0,324.0,936.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Colorado ,Colorado,8.7,42802,2010,2,70.0,Spouse,Mountain Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,377000,375000,0,375000
31600.0,10.360912,0.0,0,58,4.060443,3364.0,16.0,256.0,928.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Colorado ,Colorado,8.7,42802,2010,1,96.0,Head/Householder,Mountain Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,31600,31600,0,31600
130000.0,11.77529,1.0,0,48,3.871201,2304.0,18.0,324.0,864.0,0.0,0.0,50,3.912023,0.0,0.0,1.0,0.0,Connecticut ,Connecticut,9.2,56001,2010,2,98.0,Spouse,New England Division,Not identifiable,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,132000,130000,0,130000
60000.0,11.0021,0.0,1,48,3.871201,2304.0,16.0,256.0,768.0,48.0,16.0,40,3.6888795,40.0,0.0,1.0,0.0,Connecticut ,Connecticut,9.2,56001,2010,3,158.0,Child,New England Division,"In metro area, central city",Never married/single,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,60000,60000,0,60000
38000.0,10.5453415,0.0,1,43,3.7612002,1849.0,12.0,144.0,516.0,43.0,12.0,40,3.6888795,40.0,0.0,1.0,0.0,Connecticut ,Connecticut,9.2,56001,2010,1,251.0,Head/Householder,New England Division,"In metro, area, outside central city",Never married/single,Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,41600,38000,0,38000
140000.0,11.849398,1.0,0,41,3.713572,1681.0,18.0,324.0,738.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Connecticut ,Connecticut,9.2,56001,2010,6,87.0,Other non-relatives,New England Division,Not identifiable,Never married/single,Black/Negro,Black/Negro,Not Hispanic,Black,No health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,140000,140000,0,140000
72000.0,11.184422,0.0,0,50,3.912023,2500.0,16.0,256.0,800.0,0.0,0.0,50,3.912023,0.0,0.0,1.0,0.0,Connecticut ,Connecticut,9.2,56001,2010,1,58.0,Head/Householder,New England Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,94000,72000,0,72000
36800.0,10.513253,0.0,1,49,3.8918202,2401.0,16.0,256.0,784.0,49.0,16.0,40,3.6888795,40.0,0.0,1.0,0.0,Connecticut ,Connecticut,9.2,56001,2010,2,115.0,Child,New England Division,"In metro, area, outside central city",Never married/single,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,36800,36800,0,36800
45000.0,10.714417,0.0,0,26,3.2580965,676.0,18.0,324.0,468.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Connecticut ,Connecticut,9.2,56001,2010,1,140.0,Head/Householder,New England Division,Central city status unknown,"Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,45000,45000,0,45000
55000.0,10.915089,0.0,0,26,3.2580965,676.0,16.0,256.0,416.0,0.0,0.0,50,3.912023,0.0,0.0,1.0,0.0,Connecticut ,Connecticut,9.2,56001,2010,2,92.0,Spouse,New England Division,Not identifiable,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,55000,55000,0,55000
65000.0,11.082143,0.0,0,54,3.988984,2916.0,12.0,144.0,648.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Delaware ,Delaware,8.5,39962,2010,1,291.0,Head/Householder,South Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,65000,65000,0,65000
52000.0,10.858999,0.0,1,31,3.4339871,961.0,16.0,256.0,496.0,31.0,16.0,40,3.6888795,40.0,0.0,1.0,0.0,Delaware ,Delaware,8.5,39962,2010,1,99.0,Head/Householder,South Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,52350,52000,0,52000
50000.0,10.819778,0.0,0,47,3.8501475,2209.0,16.0,256.0,752.0,0.0,0.0,55,4.0073333,0.0,0.0,1.0,0.0,Delaware ,Delaware,8.5,39962,2010,1,300.0,Head/Householder,South Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,50000,50000,0,50000
42000.0,10.645425,0.0,0,34,3.5263605,1156.0,14.0,196.0,476.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Delaware ,Delaware,8.5,39962,2010,2,58.0,Spouse,South Atlantic Division,Not in metro area,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,42000,42000,0,42000
85000.0,11.350407,1.0,0,42,3.7376697,1764.0,18.0,324.0,756.0,0.0,0.0,50,3.912023,0.0,0.0,1.0,0.0,District of Columbia ,District of Columbia,9.2,71044,2010,1,91.0,Head/Householder,South Atlantic Division,"In metro area, central city",Never married/single,White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,Wage/salary at non-profit,50-52 weeks,Yes,85000,85000,0,85000
55000.0,10.915089,0.0,0,53,3.9702919,2809.0,12.0,144.0,636.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,District of Columbia ,District of Columbia,9.2,71044,2010,2,60.0,Spouse,South Atlantic Division,"In metro area, central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,55000,55000,0,55000
50000.0,10.819778,0.0,0,30,3.4011974,900.0,16.0,256.0,480.0,0.0,0.0,55,4.0073333,0.0,0.0,1.0,0.0,District of Columbia ,District of Columbia,9.2,71044,2010,2,90.0,"Partner, friend, visitor",South Atlantic Division,"In metro area, central city",Never married/single,Black/Negro,Black/Negro,Not Hispanic,Black,No health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,Wage/salary at non-profit,50-52 weeks,Yes,50000,50000,0,50000
17000.0,9.740969,0.0,1,55,4.0073333,3025.0,14.0,196.0,770.0,55.0,14.0,40,3.6888795,40.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,1,70.0,Head/Householder,South Atlantic Division,Not in metro area,Separated,White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,17000,17000,0,17000
20000.0,9.903487,0.0,0,33,3.4965076,1089.0,13.0,169.0,429.0,0.0,0.0,40,3.6888795,0.0,0.0,0.0,1.0,Florida ,Florida,11.1,39272,2010,1,116.0,Other non-relatives,South Atlantic Division,Central city status unknown,"Married, spouse absent",White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,Federal govt employee,50-52 weeks,Yes,20000,20000,0,20000
175000.0,12.072541,1.0,0,53,3.9702919,2809.0,18.0,324.0,954.0,0.0,0.0,55,4.0073333,0.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,2,14.0,Spouse,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Professional degree beyond a bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,175000,175000,0,175000
75000.0,11.225244,0.0,0,36,3.583519,1296.0,13.0,169.0,468.0,0.0,0.0,50,3.912023,0.0,1.0,0.0,0.0,Florida ,Florida,11.1,39272,2010,1,74.0,Head/Householder,South Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Self-employed,"Self-employed, incorporated",50-52 weeks,Yes,75000,75000,0,75000
40000.0,10.596635,0.0,0,38,3.637586,1444.0,18.0,324.0,684.0,0.0,0.0,50,3.912023,0.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,1,246.0,Head/Householder,South Atlantic Division,Central city status unknown,Never married/single,Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,40000,40000,0,40000
29000.0,10.275051,0.0,1,29,3.3672957,841.0,12.0,144.0,348.0,29.0,12.0,40,3.6888795,40.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,3,262.0,Child,South Atlantic Division,"In metro, area, outside central city",Separated,White,White,Puerto Rican,White,No health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,31600,29000,0,29000
50000.0,10.819778,0.0,0,25,3.218876,625.0,16.0,256.0,400.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,1,72.0,Head/Householder,South Atlantic Division,Central city status unknown,Never married/single,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,50000,50000,0,50000
24700.0,10.114558,0.0,0,47,3.8501475,2209.0,12.0,144.0,564.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,1,213.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city","Married, spouse absent",White,White,Cuban,White,No health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,24700,24700,0,24700
24000.0,10.085809,0.0,0,61,4.1108737,3721.0,12.0,144.0,732.0,0.0,0.0,40,3.6888795,0.0,0.0,0.0,1.0,Florida ,Florida,11.1,39272,2010,1,49.0,Head/Householder,South Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Cuban,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,Local govt employee,50-52 weeks,Yes,24000,24000,0,24000
60000.0,11.0021,0.0,1,39,3.6635616,1521.0,16.0,256.0,624.0,39.0,16.0,40,3.6888795,40.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,1,67.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city",Divorced,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,60000,60000,0,60000
40000.0,10.596635,0.0,0,33,3.4965076,1089.0,12.0,144.0,396.0,0.0,0.0,56,4.0253515,0.0,0.0,0.0,1.0,Florida ,Florida,11.1,39272,2010,3,186.0,Child,South Atlantic Division,"In metro area, central city",Never married/single,Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,Grade 12,"Some college, but less than 1 year",Employed,Works for wages,Local govt employee,50-52 weeks,Yes,40000,40000,0,40000
45000.0,10.714417,0.0,1,35,3.5553482,1225.0,14.0,196.0,490.0,35.0,14.0,50,3.912023,50.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,1,214.0,Head/Householder,South Atlantic Division,Central city status unknown,"Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,45000,45000,0,45000
72000.0,11.184422,0.0,1,36,3.583519,1296.0,16.0,256.0,576.0,36.0,16.0,60,4.0943446,60.0,0.0,0.0,1.0,Florida ,Florida,11.1,39272,2010,1,170.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,Federal govt employee,50-52 weeks,Yes,72000,72000,0,72000
50000.0,10.819778,0.0,1,55,4.0073333,3025.0,16.0,256.0,880.0,55.0,16.0,50,3.912023,50.0,0.0,0.0,1.0,Florida ,Florida,11.1,39272,2010,2,74.0,Spouse,South Atlantic Division,Central city status unknown,"Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,Local govt employee,50-52 weeks,Yes,50000,50000,0,50000
18000.0,9.798127,0.0,0,48,3.871201,2304.0,16.0,256.0,768.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,6,98.0,Other non-relatives,South Atlantic Division,"In metro, area, outside central city",Never married/single,Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,18000,18000,0,18000
38000.0,10.5453415,0.0,1,58,4.060443,3364.0,12.0,144.0,696.0,58.0,12.0,50,3.912023,50.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,2,85.0,Spouse,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,38000,38000,0,38000
25000.0,10.126631,0.0,1,51,3.9318256,2601.0,16.0,256.0,816.0,51.0,16.0,40,3.6888795,40.0,1.0,0.0,0.0,Florida ,Florida,11.1,39272,2010,1,133.0,Head/Householder,South Atlantic Division,Central city status unknown,"Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,No health insurance coverage,4 years of college,Bachelor's degree,Employed,Self-employed,"Self-employed, not incorporated",50-52 weeks,Yes,25000,0,25000,25000
24800.0,10.118599,0.0,1,32,3.465736,1024.0,12.0,144.0,384.0,32.0,12.0,50,3.912023,50.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,1,66.0,Head/Householder,South Atlantic Division,Not in metro area,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,24800,24800,0,24800
15000.0,9.615806,0.0,1,59,4.0775375,3481.0,12.0,144.0,708.0,59.0,12.0,60,4.0943446,60.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,2,233.0,Spouse,South Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Cuban,White,With health insurance coverage,Grade 12,"12th grade, no diploma",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,15000,15000,0,15000
40000.0,10.596635,0.0,0,41,3.713572,1681.0,14.0,196.0,574.0,0.0,0.0,40,3.6888795,0.0,0.0,0.0,1.0,Florida ,Florida,11.1,39272,2010,1,50.0,Head/Householder,South Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Puerto Rican,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,Federal govt employee,50-52 weeks,Yes,40000,40000,0,40000
26100.0,10.16969,0.0,1,47,3.8501475,2209.0,12.0,144.0,564.0,47.0,12.0,40,3.6888795,40.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,1,66.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city",Divorced,White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,26100,26100,0,26100
83000.0,11.326596,1.0,0,44,3.7841897,1936.0,20.0,400.0,880.0,0.0,0.0,40,3.6888795,0.0,0.0,0.0,1.0,Florida ,Florida,11.1,39272,2010,1,71.0,Head/Householder,South Atlantic Division,"In metro area, central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Doctoral degree,Employed,Works for wages,Federal govt employee,50-52 weeks,Yes,83250,83000,0,83000
22000.0,9.998797,0.0,0,56,4.0253515,3136.0,12.0,144.0,672.0,0.0,0.0,60,4.0943446,0.0,1.0,0.0,0.0,Florida ,Florida,11.1,39272,2010,4,127.0,Parent,South Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Other,White,With health insurance coverage,Grade 12,GED or alternative credential,Employed,Self-employed,"Self-employed, incorporated",50-52 weeks,Yes,22000,22000,0,22000
35000.0,10.463103,0.0,1,61,4.1108737,3721.0,10.0,100.0,610.0,61.0,10.0,40,3.6888795,40.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,2,71.0,Spouse,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,Grade 10,Grade 10,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,35000,35000,0,35000
18000.0,9.798127,0.0,0,40,3.6888795,1600.0,12.0,144.0,480.0,0.0,0.0,40,3.6888795,0.0,1.0,0.0,0.0,Florida ,Florida,11.1,39272,2010,3,78.0,"Partner, friend, visitor",South Atlantic Division,"In metro, area, outside central city",Divorced,White,White,Other,White,No health insurance coverage,Grade 12,Regular high school diploma,Employed,Self-employed,"Self-employed, not incorporated",50-52 weeks,Yes,18000,0,18000,18000
90000.0,11.407565,1.0,1,48,3.871201,2304.0,16.0,256.0,768.0,48.0,16.0,60,4.0943446,60.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,2,157.0,Spouse,South Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,90000,90000,0,90000
24200.0,10.094108,0.0,1,58,4.060443,3364.0,12.0,144.0,696.0,58.0,12.0,60,4.0943446,60.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,1,157.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,No health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,34200,24200,0,24200
95000.0,11.461632,1.0,0,61,4.1108737,3721.0,12.0,144.0,732.0,0.0,0.0,40,3.6888795,0.0,1.0,0.0,0.0,Florida ,Florida,11.1,39272,2010,1,74.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Self-employed,"Self-employed, not incorporated",50-52 weeks,Yes,95000,0,95000,95000
5400.0,8.594154,0.0,1,57,4.0430512,3249.0,12.0,144.0,684.0,57.0,12.0,48,3.871201,48.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,2,104.0,Child,South Atlantic Division,Central city status unknown,Divorced,White,White,Not Hispanic,White,With health insurance coverage,Grade 12,GED or alternative credential,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,5400,5400,0,5400
35000.0,10.463103,0.0,0,32,3.465736,1024.0,12.0,144.0,384.0,0.0,0.0,60,4.0943446,0.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,3,178.0,"Partner, friend, visitor",South Atlantic Division,"In metro, area, outside central city",Never married/single,Black/Negro,Black/Negro,Not Hispanic,Black,No health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,35000,35000,0,35000
35000.0,10.463103,0.0,1,36,3.583519,1296.0,12.0,144.0,432.0,36.0,12.0,40,3.6888795,40.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,2,237.0,Spouse,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,35000,35000,0,35000
35000.0,10.463103,0.0,1,34,3.5263605,1156.0,16.0,256.0,544.0,34.0,16.0,45,3.8066626,45.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,2,62.0,Spouse,South Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,35000,35000,0,35000
30000.0,10.308952,0.0,0,25,3.218876,625.0,13.0,169.0,325.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,3,260.0,Child,South Atlantic Division,"In metro, area, outside central city",Never married/single,White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,30000,30000,0,30000
35600.0,10.480101,0.0,1,44,3.7841897,1936.0,12.0,144.0,528.0,44.0,12.0,48,3.871201,48.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,1,77.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city",Divorced,Two major races,White and other race write-in,Other,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,35600,35600,0,35600
55000.0,10.915089,0.0,0,35,3.5553482,1225.0,16.0,256.0,560.0,0.0,0.0,45,3.8066626,0.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,1,72.0,Head/Householder,South Atlantic Division,Central city status unknown,Divorced,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,60000,55000,0,55000
4300.0,8.36637,0.0,1,35,3.5553482,1225.0,14.0,196.0,490.0,35.0,14.0,40,3.6888795,40.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,3,105.0,Child,South Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,4300,4300,0,4300
30000.0,10.308952,0.0,1,49,3.8918202,2401.0,13.0,169.0,637.0,49.0,13.0,40,3.6888795,40.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,1,239.0,Head/Householder,South Atlantic Division,Central city status unknown,Divorced,White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,30000,30000,0,30000
5000.0,8.517193,0.0,0,27,3.295837,729.0,12.0,144.0,324.0,0.0,0.0,40,3.6888795,0.0,1.0,0.0,0.0,Florida ,Florida,11.1,39272,2010,1,144.0,Head/Householder,South Atlantic Division,Central city status unknown,Never married/single,White,White,Mexican,White,No health insurance coverage,Grade 12,Regular high school diploma,Employed,Self-employed,"Self-employed, not incorporated",50-52 weeks,Yes,5000,0,5000,5000
23000.0,10.043249,0.0,1,44,3.7841897,1936.0,12.0,144.0,528.0,44.0,12.0,40,3.6888795,40.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,1,75.0,Head/Householder,South Atlantic Division,Central city status unknown,Divorced,White,White,Not Hispanic,White,With health insurance coverage,Grade 12,"Some college, but less than 1 year",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,23000,23000,0,23000
10000.0,9.2103405,0.0,0,39,3.6635616,1521.0,14.0,196.0,546.0,0.0,0.0,45,3.8066626,0.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,1,99.0,Head/Householder,South Atlantic Division,Central city status unknown,"Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,No health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,10000,10000,0,10000
38000.0,10.5453415,0.0,1,28,3.3322046,784.0,14.0,196.0,392.0,28.0,14.0,40,3.6888795,40.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,2,206.0,Spouse,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",White,White,Cuban,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,38000,38000,0,38000
106000.0,11.571195,1.0,0,34,3.5263605,1156.0,13.0,169.0,442.0,0.0,0.0,48,3.871201,0.0,0.0,0.0,1.0,Florida ,Florida,11.1,39272,2010,1,69.0,Head/Householder,South Atlantic Division,Central city status unknown,Divorced,Other Asian or Pacific Islander,Hawaiian,Not Hispanic,Asian and/or Pacific Islander,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,Local govt employee,50-52 weeks,Yes,106000,106000,0,106000
40600.0,10.611524,0.0,1,25,3.218876,625.0,12.0,144.0,300.0,25.0,12.0,40,3.6888795,40.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,1,44.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city",Never married/single,Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,Grade 12,"Some college, but less than 1 year",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,40600,40600,0,40600
50000.0,10.819778,0.0,0,49,3.8918202,2401.0,12.0,144.0,588.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,2,209.0,Spouse,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,No health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,50000,50000,0,50000
20000.0,9.903487,0.0,0,32,3.465736,1024.0,7.0,49.0,224.0,0.0,0.0,60,4.0943446,0.0,1.0,0.0,0.0,Florida ,Florida,11.1,39272,2010,1,159.0,Head/Householder,South Atlantic Division,Central city status unknown,"Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,No health insurance coverage,"Grade 5, 6, 7, or 8",Grade 7,Employed,Self-employed,"Self-employed, not incorporated",50-52 weeks,Yes,20000,0,20000,20000
42000.0,10.645425,0.0,1,35,3.5553482,1225.0,14.0,196.0,490.0,35.0,14.0,40,3.6888795,40.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,1,268.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city",Never married/single,White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Unemployed,Works for wages,Wage/salary at non-profit,50-52 weeks,Yes,45000,42000,0,42000
59000.0,10.985292,0.0,0,49,3.8918202,2401.0,12.0,144.0,588.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Florida ,Florida,11.1,39272,2010,3,497.0,Other non-relatives,South Atlantic Division,"In metro area, central city",Divorced,Other Asian or Pacific Islander,Vietnamese,Not Hispanic,Asian and/or Pacific Islander,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,59000,59000,0,59000
