salary,lnsalary,satverb,satmath,highgrade,age,sex,minority,height,weight,genhealth,actscore
35000.0,10.463103,350,450,16,28.0,0,0.0,69.0,160,2,15.5
26000.0,10.165852,550,550,16,26.0,0,0.0,70.0,173,3,
75000.0,11.225244,450,450,15,26.0,1,0.0,66.0,116,2,
46000.0,10.736397,450,450,16,27.0,0,0.0,71.0,180,4,
21000.0,9.952278,550,550,15,27.0,1,1.0,62.0,220,4,
24000.0,10.085809,550,650,16,28.0,0,0.0,73.0,200,2,21.5
21000.0,9.952278,450,550,18,26.0,0,0.0,66.0,143,2,21.5
37500.0,10.532096,550,450,16,26.0,1,0.0,65.0,150,3,
50000.0,10.819778,450,450,14,26.0,0,0.0,72.0,205,2,
7500.0,8.922658,550,450,15,27.0,1,0.0,63.0,180,2,
40000.0,10.596635,550,550,16,28.0,0,0.0,72.0,200,4,
26000.0,10.165852,450,450,12,26.0,1,1.0,66.0,152,1,
68000.0,11.127263,550,650,18,28.0,0,0.0,75.0,190,1,27.5
35000.0,10.463103,450,450,16,26.0,0,0.0,76.0,210,1,
45000.0,10.714417,450,550,17,28.0,1,0.0,64.0,216,2,
45000.0,10.714417,650,650,16,26.0,0,0.0,69.0,185,1,27.5
43000.0,10.668956,550,550,16,27.0,1,0.0,65.0,125,2,
8000.0,8.987197,550,650,12,28.0,1,0.0,64.0,115,3,
57000.0,10.950807,550,550,16,27.0,1,0.0,62.0,125,2,
130254.0,11.777242,550,550,16,28.0,0,0.0,69.0,160,4,
27000.0,10.203592,550,350,14,26.0,0,0.0,66.0,220,2,
30000.0,10.308952,550,550,12,27.0,0,0.0,69.0,170,1,
75000.0,11.225244,550,650,19,28.0,1,0.0,65.0,180,2,27.5
60000.0,11.0021,450,450,13,26.0,1,0.0,63.0,147,3,
38500.0,10.5584135,650,650,16,26.0,0,0.0,68.0,130,3,
40000.0,10.596635,350,450,16,28.0,0,0.0,76.0,225,2,
24948.0,10.124549,550,450,14,27.0,1,0.0,64.0,218,2,
53000.0,10.878047,450,550,14,26.0,0,0.0,72.0,170,1,
45000.0,10.714417,650,650,15,26.0,0,0.0,81.0,140,1,
12000.0,9.392662,750,650,16,26.0,1,0.0,67.0,135,1,
24000.0,10.085809,750,750,16,27.0,0,0.0,71.0,180,2,
17500.0,9.769957,650,550,17,27.0,0,0.0,71.0,158,4,21.5
21281.0,9.9655695,650,550,18,28.0,1,0.0,72.0,285,3,
37000.0,10.518673,650,650,18,26.0,1,0.0,67.0,135,1,
34000.0,10.434115,450,550,12,28.0,1,0.0,64.0,135,2,
27500.0,10.221941,450,450,17,27.0,1,0.0,73.0,190,1,
15000.0,9.615806,450,450,14,26.0,1,0.0,69.0,160,1,
30000.0,10.308952,450,750,17,28.0,0,0.0,68.0,190,2,
45000.0,10.714417,450,350,16,28.0,0,0.0,74.0,245,3,
38000.0,10.5453415,450,450,17,27.0,0,0.0,73.0,195,2,15.5
50000.0,10.819778,450,450,18,27.0,0,0.0,73.0,155,1,
13000.0,9.472705,450,450,15,28.0,1,0.0,64.0,140,3,9.5
45000.0,10.714417,450,450,14,26.0,0,0.0,70.0,195,2,
9000.0,9.1049795,550,450,14,27.0,0,1.0,72.0,175,2,
50000.0,10.819778,450,550,12,27.0,0,1.0,72.0,170,3,
130254.0,11.777242,650,750,16,27.0,0,0.0,67.0,180,1,
15440.0,9.644717,750,650,14,26.0,0,0.0,72.0,215,3,33.5
30000.0,10.308952,650,550,16,26.0,1,0.0,65.0,155,3,
70000.0,11.156251,550,650,17,28.0,1,0.0,62.0,105,2,
61000.0,11.018629,450,550,17,26.0,0,0.0,70.0,160,2,
19000.0,9.852194,650,550,19,27.0,0,0.0,67.0,155,1,27.5
25000.0,10.126631,750,650,16,26.0,1,0.0,63.0,125,3,
21000.0,9.952278,550,550,13,26.0,1,1.0,65.0,128,2,
20000.0,9.903487,650,550,19,28.0,1,0.0,61.0,150,1,27.5
7500.0,8.922658,550,550,11,27.0,0,0.0,74.0,195,3,
26000.0,10.165852,650,450,15,28.0,0,0.0,73.0,180,2,
68000.0,11.127263,550,650,16,26.0,0,0.0,71.0,135,2,
38000.0,10.5453415,650,650,17,27.0,0,0.0,71.0,195,1,
17000.0,9.740969,450,450,12,26.0,1,0.0,63.0,180,2,
15000.0,9.615806,450,550,12,27.0,0,0.0,66.0,230,1,
32000.0,10.373491,550,450,13,28.0,0,0.0,74.0,225,1,
55000.0,10.915089,550,650,16,28.0,0,0.0,71.0,250,1,
18500.0,9.825526,650,650,16,26.0,1,0.0,64.0,150,5,27.5
27000.0,10.203592,650,550,16,27.0,1,0.0,62.0,170,2,
45000.0,10.714417,450,550,17,28.0,1,0.0,66.0,180,2,21.5
40000.0,10.596635,550,550,19,28.0,1,0.0,66.0,140,1,
42000.0,10.645425,650,650,12,28.0,0,1.0,80.0,400,2,
35000.0,10.463103,350,250,12,26.0,1,1.0,67.0,165,3,
18000.0,9.798127,650,550,16,28.0,0,1.0,72.0,170,2,
13800.0,9.532424,650,650,15,27.0,0,0.0,70.0,237,2,
37500.0,10.532096,450,450,16,27.0,1,0.0,64.0,160,1,15.5
42000.0,10.645425,450,450,16,26.0,1,0.0,60.0,120,3,
37500.0,10.532096,550,650,16,27.0,1,0.0,61.0,110,1,
17500.0,9.769957,650,650,16,26.0,0,0.0,68.0,198,2,33.5
17000.0,9.740969,550,450,18,27.0,0,0.0,69.0,172,2,
17500.0,9.769957,550,650,14,27.0,0,0.0,71.0,205,2,33.5
18000.0,9.798127,750,750,20,27.0,1,0.0,63.0,125,2,33.5
15000.0,9.615806,750,550,16,26.0,0,0.0,68.0,165,1,27.5
6736.0,8.815222,450,550,13,27.0,1,0.0,64.0,140,2,
26000.0,10.165852,350,350,12,27.0,1,0.0,62.0,127,2,
8000.0,8.987197,550,650,18,26.0,1,0.0,68.0,155,2,21.5
7000.0,8.853665,550,450,18,26.0,1,0.0,64.0,140,2,21.5
55000.0,10.915089,550,650,16,27.0,1,0.0,68.0,140,1,21.5
21000.0,9.952278,550,650,16,28.0,0,0.0,74.0,220,1,27.5
32500.0,10.388995,550,550,19,28.0,1,0.0,67.0,160,2,21.5
27000.0,10.203592,450,650,15,28.0,0,0.0,67.0,180,3,33.5
15000.0,9.615806,650,650,17,28.0,1,0.0,65.0,135,1,
19700.0,9.888374,650,550,13,27.0,1,0.0,66.0,157,5,21.5
37500.0,10.532096,550,550,19,27.0,1,0.0,68.0,145,1,27.5
37000.0,10.518673,750,750,16,28.0,0,0.0,76.0,230,1,33.5
36000.0,10.491274,650,550,18,28.0,0,0.0,74.0,155,1,27.5
40000.0,10.596635,550,550,12,28.0,0,0.0,72.0,192,1,
59000.0,10.985292,550,550,16,28.0,1,0.0,63.0,120,1,
5000.0,8.517193,450,350,12,26.0,1,1.0,64.0,118,3,
36000.0,10.491274,650,750,13,27.0,0,0.0,70.0,220,2,27.5
33000.0,10.404263,550,450,16,26.0,1,0.0,61.0,115,2,
25000.0,10.126631,550,550,17,26.0,1,0.0,62.0,160,2,27.5
38000.0,10.5453415,450,550,14,27.0,1,1.0,67.0,200,2,
32000.0,10.373491,650,750,16,26.0,1,0.0,64.0,225,3,
5000.0,8.517193,350,450,19,26.0,0,1.0,70.0,175,3,15.5
25000.0,10.126631,750,650,14,27.0,1,0.0,61.0,130,1,
1000.0,6.9077554,550,550,14,26.0,1,0.0,70.0,200,3,
18000.0,9.798127,450,450,16,28.0,1,0.0,64.0,180,2,
28000.0,10.23996,350,450,12,27.0,0,0.0,66.0,170,2,
45000.0,10.714417,450,550,17,28.0,1,0.0,63.0,135,1,
38750.0,10.564886,650,750,16,26.0,0,1.0,76.0,240,1,
130254.0,11.777242,750,650,20,28.0,1,0.0,61.0,94,2,
20000.0,9.903487,650,650,10,28.0,0,0.0,72.0,160,2,
30160.0,10.314272,650,750,12,28.0,0,0.0,76.0,475,3,
47000.0,10.757903,550,650,16,28.0,1,0.0,67.0,180,1,
20000.0,9.903487,450,550,16,26.0,1,0.0,67.0,135,3,
45000.0,10.714417,650,550,16,28.0,0,0.0,72.0,175,1,27.5
82000.0,11.314474,450,550,16,26.0,1,0.0,64.0,119,1,21.5
40000.0,10.596635,450,450,16,27.0,0,1.0,75.0,176,1,
40500.0,10.609057,550,550,17,26.0,1,0.0,69.0,110,3,
42000.0,10.645425,750,650,20,28.0,1,1.0,65.0,140,2,
40000.0,10.596635,450,650,18,28.0,0,1.0,65.0,160,2,15.5
26000.0,10.165852,650,550,20,27.0,1,1.0,65.0,146,2,27.5
30000.0,10.308952,550,550,16,26.0,0,0.0,68.0,175,1,21.5
35000.0,10.463103,550,450,14,27.0,1,0.0,67.0,120,4,
35000.0,10.463103,650,550,15,27.0,1,0.0,62.0,135,1,
33000.0,10.404263,350,450,16,28.0,0,1.0,73.0,210,2,
42000.0,10.645425,550,550,16,26.0,1,0.0,64.0,125,1,
18720.0,9.837348,550,750,16,27.0,1,0.0,69.0,150,1,21.5
24700.0,10.114558,650,650,14,26.0,1,0.0,64.0,150,4,
27000.0,10.203592,550,650,16,27.0,1,0.0,64.0,125,1,
45000.0,10.714417,550,550,16,28.0,0,0.0,67.0,155,1,
15000.0,9.615806,450,550,15,26.0,0,0.0,67.0,190,1,15.5
24000.0,10.085809,450,550,12,28.0,1,0.0,65.0,155,2,
15000.0,9.615806,350,450,12,26.0,0,0.0,69.0,260,2,
18000.0,9.798127,550,650,16,28.0,1,0.0,66.0,205,2,
45000.0,10.714417,450,450,16,26.0,1,1.0,67.0,147,2,
46000.0,10.736397,550,550,16,28.0,1,1.0,66.0,207,2,
20000.0,9.903487,750,650,16,27.0,0,0.0,71.0,215,1,
22500.0,10.021271,550,550,16,27.0,1,0.0,62.0,165,1,
30000.0,10.308952,650,650,20,27.0,1,0.0,62.0,92,2,27.5
10000.0,9.2103405,650,650,16,26.0,0,0.0,74.0,200,1,
80000.0,11.289782,650,750,17,27.0,0,0.0,76.0,210,2,
35000.0,10.463103,450,450,16,27.0,1,0.0,66.0,155,4,
41000.0,10.621327,450,450,17,28.0,1,0.0,62.0,150,2,15.5
45000.0,10.714417,450,550,17,28.0,0,0.0,69.0,185,3,
75000.0,11.225244,750,750,16,28.0,0,0.0,75.0,188,1,
30000.0,10.308952,550,450,13,26.0,0,0.0,75.0,235,2,
30000.0,10.308952,750,550,14,26.0,0,0.0,73.0,175,1,
25000.0,10.126631,550,450,14,26.0,0,0.0,69.0,180,3,
17000.0,9.740969,450,550,16,27.0,1,0.0,63.0,138,2,21.5
17500.0,9.769957,550,550,17,27.0,1,1.0,70.0,300,3,27.5
40000.0,10.596635,450,750,17,27.0,1,0.0,65.0,145,2,
20000.0,9.903487,250,250,14,27.0,1,1.0,63.0,236,3,
60000.0,11.0021,650,550,18,27.0,1,0.0,65.0,126,2,21.5
69000.0,11.141862,650,550,14,26.0,0,0.0,69.0,181,1,
30160.0,10.314272,450,450,16,26.0,1,0.0,68.0,297,2,
34000.0,10.434115,750,650,15,28.0,1,1.0,64.0,385,3,
37500.0,10.532096,450,450,17,28.0,0,0.0,67.0,180,2,
20000.0,9.903487,450,550,15,28.0,1,1.0,66.0,240,4,
28000.0,10.23996,550,550,17,26.0,0,0.0,74.0,164,1,
39000.0,10.571317,650,450,14,27.0,0,0.0,83.0,240,1,
12000.0,9.392662,350,450,13,27.0,1,0.0,68.0,140,1,
7500.0,8.922658,550,550,18,28.0,1,0.0,65.0,200,2,21.5
18000.0,9.798127,650,650,17,27.0,0,0.0,70.0,170,2,
18033.0,9.799958,750,650,14,26.0,0,0.0,68.0,150,1,
51818.0,10.855493,650,550,18,26.0,1,0.0,69.0,141,1,
28000.0,10.23996,750,750,18,27.0,0,0.0,75.0,148,1,
3257.0,8.088562,650,550,12,27.0,1,1.0,65.0,174,2,
27000.0,10.203592,550,550,13,27.0,0,0.0,69.0,175,2,
17500.0,9.769957,450,550,16,27.0,1,1.0,67.0,160,2,
44000.0,10.691945,450,450,17,28.0,1,0.0,67.0,215,2,
26000.0,10.165852,750,650,16,26.0,1,0.0,60.0,210,3,33.5
40000.0,10.596635,450,450,16,27.0,1,1.0,64.0,150,1,
43000.0,10.668956,350,450,13,28.0,1,1.0,64.0,164,2,
60000.0,11.0021,650,650,16,27.0,0,1.0,70.0,200,2,
40000.0,10.596635,550,550,17,27.0,0,1.0,72.0,165,3,
75000.0,11.225244,350,450,17,27.0,1,1.0,63.0,146,2,
30000.0,10.308952,550,550,16,28.0,1,0.0,70.0,175,3,
500.0,6.214608,450,450,16,26.0,0,1.0,69.0,210,1,
15000.0,9.615806,450,450,16,27.0,1,0.0,62.0,110,1,21.5
12000.0,9.392662,550,450,20,27.0,1,1.0,63.0,160,1,
60000.0,11.0021,550,550,17,27.0,1,0.0,65.0,150,2,
3000.0,8.006368,650,650,16,26.0,0,0.0,72.0,185,1,27.5
30000.0,10.308952,450,550,16,26.0,1,1.0,62.0,141,2,
33000.0,10.404263,550,550,16,26.0,0,0.0,67.0,150,1,
37500.0,10.532096,550,550,14,28.0,1,1.0,61.0,134,2,
42000.0,10.645425,550,550,15,26.0,0,0.0,70.0,163,2,
5200.0,8.556414,450,450,17,28.0,0,1.0,72.0,245,2,15.5
43000.0,10.668956,550,350,16,27.0,0,1.0,77.0,235,1,21.5
30000.0,10.308952,550,450,15,26.0,1,1.0,64.0,145,2,21.5
7860.0,8.969542,350,350,13,28.0,0,1.0,68.0,172,1,
27000.0,10.203592,450,450,15,27.0,1,1.0,64.0,125,3,
46000.0,10.736397,550,450,12,26.0,0,1.0,68.0,202,2,
15000.0,9.615806,350,450,14,26.0,1,1.0,64.0,160,2,
15000.0,9.615806,750,750,16,27.0,1,1.0,63.0,130,3,
24000.0,10.085809,550,550,16,27.0,1,0.0,66.0,130,2,
37000.0,10.518673,550,650,16,27.0,0,0.0,81.0,250,2,
15600.0,9.655026,450,450,15,27.0,1,1.0,64.0,130,2,
63000.0,11.05089,550,550,15,26.0,1,1.0,63.0,223,3,
42000.0,10.645425,450,450,17,28.0,1,1.0,68.0,300,2,27.5
9000.0,9.1049795,350,350,14,27.0,1,1.0,63.0,105,3,
18000.0,9.798127,750,650,13,27.0,0,0.0,71.0,240,3,
40000.0,10.596635,550,450,16,26.0,1,1.0,63.0,170,3,
35000.0,10.463103,550,550,12,27.0,1,0.0,65.0,163,3,
39140.0,10.574901,650,550,19,28.0,1,0.0,66.0,134,1,27.5
6600.0,8.794825,650,550,12,27.0,0,0.0,72.0,175,1,
17000.0,9.740969,450,650,12,28.0,0,1.0,75.0,275,2,
23000.0,10.043249,550,450,16,27.0,0,1.0,72.0,142,3,
54000.0,10.896739,750,750,12,27.0,0,1.0,71.0,192,3,21.5
15000.0,9.615806,550,650,12,28.0,0,0.0,69.0,190,2,
61000.0,11.018629,550,650,16,27.0,0,0.0,70.0,165,2,
17500.0,9.769957,550,650,18,26.0,0,0.0,68.0,190,2,
46000.0,10.736397,650,550,19,28.0,1,0.0,65.0,140,2,27.5
30429.0,10.323152,650,550,18,27.0,1,0.0,63.0,195,1,27.5
22500.0,10.021271,650,750,18,26.0,0,0.0,68.0,200,3,33.5
3500.0,8.160519,750,550,20,28.0,1,0.0,67.0,163,2,27.5
2500.0,7.824046,450,550,17,26.0,1,0.0,60.0,100,1,21.5
34000.0,10.434115,550,550,16,28.0,0,0.0,67.0,150,2,27.5
20000.0,9.903487,650,550,19,26.0,1,0.0,69.0,150,2,33.5
46000.0,10.736397,550,450,17,28.0,1,1.0,65.0,220,2,21.5
30000.0,10.308952,450,450,15,26.0,1,1.0,64.0,155,3,21.5
20000.0,9.903487,650,450,18,26.0,0,0.0,74.0,180,1,33.5
39000.0,10.571317,550,450,18,27.0,0,0.0,72.0,175,2,21.5
3000.0,8.006368,350,450,16,28.0,1,1.0,64.0,135,2,
10000.0,9.2103405,550,550,15,26.0,0,0.0,71.0,220,2,
55000.0,10.915089,550,550,17,28.0,1,0.0,67.0,178,3,
26000.0,10.165852,450,450,20,27.0,0,0.0,75.0,170,2,
35000.0,10.463103,750,550,18,27.0,1,0.0,63.0,145,1,27.5
38000.0,10.5453415,550,550,16,26.0,1,0.0,69.0,140,1,
46000.0,10.736397,550,650,16,28.0,0,0.0,74.0,185,2,27.5
59000.0,10.985292,550,550,18,28.0,1,0.0,61.0,110,3,21.5
46000.0,10.736397,450,550,16,27.0,0,0.0,69.0,210,2,
34000.0,10.434115,550,550,16,26.0,0,0.0,74.0,180,2,
14000.0,9.546813,350,550,14,26.0,0,0.0,66.0,215,3,21.5
24000.0,10.085809,450,550,12,26.0,0,0.0,70.0,185,1,
20000.0,9.903487,550,450,16,28.0,1,1.0,62.0,130,1,
20000.0,9.903487,550,550,17,27.0,0,0.0,68.0,150,2,
17500.0,9.769957,650,450,14,28.0,1,0.0,63.0,160,4,
29000.0,10.275051,550,550,16,26.0,0,0.0,70.0,187,2,
42000.0,10.645425,650,650,18,26.0,0,1.0,71.0,215,1,27.5
28000.0,10.23996,450,450,16,28.0,0,1.0,76.0,295,5,
68000.0,11.127263,550,650,17,27.0,1,0.0,66.0,122,1,
36000.0,10.491274,550,550,16,26.0,1,0.0,63.0,110,2,21.5
37000.0,10.518673,550,550,17,28.0,0,0.0,75.0,235,3,
17500.0,9.769957,650,550,16,28.0,0,0.0,75.0,160,1,
73000.0,11.198215,750,650,18,27.0,0,0.0,74.0,210,3,
17500.0,9.769957,550,550,14,27.0,0,0.0,76.0,270,5,27.5
33000.0,10.404263,550,550,17,28.0,1,0.0,65.0,251,2,27.5
40000.0,10.596635,350,350,17,26.0,0,1.0,66.0,136,3,
36000.0,10.491274,550,350,19,28.0,1,1.0,62.0,120,1,
50000.0,10.819778,550,550,17,28.0,1,0.0,61.0,105,2,27.5
15000.0,9.615806,450,450,14,26.0,0,0.0,75.0,170,2,
56000.0,10.933107,550,650,17,26.0,1,0.0,65.0,175,1,27.5
33000.0,10.404263,650,550,20,28.0,1,0.0,66.0,170,1,33.5
49000.0,10.799576,650,550,16,27.0,1,1.0,70.0,225,2,21.5
37500.0,10.532096,550,550,17,28.0,1,0.0,65.0,130,1,21.5
17000.0,9.740969,650,650,16,28.0,1,0.0,67.0,150,2,27.5
30000.0,10.308952,550,650,17,27.0,0,0.0,74.0,200,3,27.5
25000.0,10.126631,750,650,16,26.0,0,0.0,72.0,170,1,33.5
9000.0,9.1049795,750,350,16,26.0,0,0.0,68.0,150,2,21.5
45000.0,10.714417,550,550,17,27.0,0,0.0,74.0,185,1,21.5
37500.0,10.532096,650,650,18,26.0,1,0.0,64.0,130,3,27.5
35000.0,10.463103,550,550,16,28.0,1,0.0,64.0,160,2,
54000.0,10.896739,550,550,16,26.0,0,0.0,66.0,148,2,
26000.0,10.165852,650,550,14,26.0,1,1.0,66.0,130,1,
48000.0,10.778956,450,550,16,27.0,0,1.0,67.0,165,1,
30000.0,10.308952,450,650,15,27.0,0,0.0,67.0,170,2,
23000.0,10.043249,350,350,9,27.0,1,0.0,65.0,170,2,
20000.0,9.903487,450,450,14,27.0,1,1.0,63.0,150,2,
58000.0,10.968198,450,550,17,28.0,1,0.0,66.0,125,3,
38000.0,10.5453415,450,550,14,27.0,0,0.0,70.0,320,3,21.5
42000.0,10.645425,550,550,17,28.0,1,1.0,68.0,115,2,21.5
35700.0,10.482906,750,750,19,26.0,0,0.0,69.0,140,1,33.5
37500.0,10.532096,550,550,17,28.0,1,0.0,64.0,123,2,27.5
79000.0,11.277204,650,350,14,28.0,0,0.0,72.0,198,2,21.5
47000.0,10.757903,350,350,12,28.0,1,0.0,66.0,145,2,
3000.0,8.006368,450,450,12,27.0,0,0.0,71.0,167,3,
30000.0,10.308952,650,550,16,26.0,0,0.0,70.0,175,2,
85000.0,11.350407,550,550,16,28.0,1,0.0,61.0,115,1,21.5
2500.0,7.824046,550,550,16,28.0,1,0.0,67.0,135,1,
30000.0,10.308952,450,350,14,27.0,1,0.0,63.0,153,2,
5000.0,8.517193,550,550,12,27.0,1,0.0,69.0,224,2,
36000.0,10.491274,550,550,18,26.0,1,0.0,61.0,155,2,
50000.0,10.819778,550,450,18,26.0,1,0.0,71.0,175,1,
22000.0,9.998797,550,550,19,28.0,0,1.0,68.0,196,2,
29000.0,10.275051,550,350,12,27.0,1,1.0,63.0,185,1,
11000.0,9.305651,650,450,14,28.0,1,0.0,62.0,160,2,
34000.0,10.434115,450,450,15,27.0,1,0.0,59.0,112,1,
15000.0,9.615806,650,650,17,26.0,0,0.0,68.0,120,3,
68000.0,11.127263,550,650,16,27.0,0,0.0,72.0,160,2,
20000.0,9.903487,650,650,20,27.0,0,0.0,68.0,160,1,
33000.0,10.404263,550,550,16,28.0,1,0.0,62.0,128,1,
40000.0,10.596635,650,650,16,26.0,1,0.0,65.0,128,2,33.5
37500.0,10.532096,750,450,13,28.0,0,0.0,68.0,160,2,
34000.0,10.434115,550,550,14,26.0,1,0.0,64.0,140,3,
20000.0,9.903487,550,550,13,26.0,1,0.0,66.0,210,3,
10000.0,9.2103405,650,650,14,26.0,1,1.0,64.0,155,3,
1500.0,7.3132205,450,350,17,26.0,1,0.0,62.0,120,2,21.5
77000.0,11.251561,750,750,17,27.0,1,0.0,66.0,135,2,
300.0,5.7037826,450,450,15,26.0,0,0.0,68.0,243,4,
17500.0,9.769957,550,550,19,28.0,1,1.0,66.0,140,2,
44000.0,10.691945,450,450,18,27.0,1,0.0,64.0,140,2,
45000.0,10.714417,450,650,16,27.0,0,0.0,67.0,165,2,
24000.0,10.085809,250,250,12,27.0,1,1.0,66.0,223,4,15.5
2000.0,7.6009026,250,250,13,27.0,1,1.0,62.0,154,2,
37500.0,10.532096,550,550,16,28.0,0,0.0,73.0,195,1,
30000.0,10.308952,550,450,17,28.0,1,0.0,66.0,125,2,
19000.0,9.852194,550,450,12,26.0,1,0.0,63.0,210,3,
10000.0,9.2103405,450,450,15,26.0,0,1.0,68.0,168,2,
2500.0,7.824046,650,550,13,27.0,1,0.0,68.0,162,3,
46000.0,10.736397,650,650,20,28.0,1,0.0,66.0,130,3,
28000.0,10.23996,550,450,18,27.0,1,0.0,68.0,180,2,
33000.0,10.404263,450,450,16,28.0,0,0.0,75.0,240,3,
40000.0,10.596635,750,750,19,27.0,0,0.0,72.0,185,1,
20000.0,9.903487,750,750,20,27.0,1,0.0,62.0,190,2,
70000.0,11.156251,650,650,16,26.0,0,0.0,70.0,200,1,
57000.0,10.950807,450,750,15,28.0,0,0.0,69.0,160,3,
25000.0,10.126631,550,550,16,27.0,1,0.0,63.0,160,3,
4800.0,8.476371,650,650,18,27.0,0,0.0,69.0,135,1,
27000.0,10.203592,550,450,18,27.0,0,0.0,70.0,200,1,
76000.0,11.238488,450,350,16,26.0,0,0.0,68.0,175,3,
20000.0,9.903487,550,450,15,28.0,1,0.0,69.0,136,3,
53000.0,10.878047,550,550,17,26.0,1,0.0,61.0,105,3,
46000.0,10.736397,750,550,11,28.0,0,0.0,72.0,260,1,
55000.0,10.915089,450,450,14,26.0,0,0.0,72.0,210,3,
32986.0,10.403838,550,450,16,26.0,0,0.0,70.0,140,2,
5000.0,8.517193,450,450,18,27.0,1,0.0,65.0,140,3,
15000.0,9.615806,550,650,19,26.0,1,0.0,69.0,145,2,
37500.0,10.532096,550,650,16,28.0,0,0.0,71.0,190,2,21.5
13000.0,9.472705,550,450,16,26.0,1,0.0,63.0,155,3,
12000.0,9.392662,650,650,16,27.0,1,0.0,65.0,150,1,
130254.0,11.777242,450,750,13,28.0,0,0.0,72.0,190,2,
20000.0,9.903487,650,650,16,28.0,0,0.0,70.0,180,1,
38000.0,10.5453415,550,550,17,28.0,1,0.0,63.0,240,2,
65000.0,11.082143,550,650,15,26.0,0,0.0,69.0,181,1,
41000.0,10.621327,550,350,16,28.0,1,0.0,63.0,136,1,
15000.0,9.615806,450,450,14,27.0,1,1.0,65.0,230,3,
3000.0,8.006368,450,450,15,27.0,1,0.0,60.0,140,3,15.5
33000.0,10.404263,550,550,17,27.0,0,0.0,71.0,200,1,
35000.0,10.463103,450,650,16,27.0,0,0.0,72.0,195,1,
25000.0,10.126631,450,450,16,27.0,1,0.0,63.0,103,2,
22000.0,9.998797,750,650,19,26.0,1,0.0,69.0,190,1,
31000.0,10.3417425,450,550,16,28.0,0,0.0,70.0,145,1,
22000.0,9.998797,550,550,12,26.0,1,0.0,64.0,125,2,
28000.0,10.23996,450,450,15,27.0,1,0.0,65.0,154,2,
45000.0,10.714417,450,450,13,27.0,1,0.0,65.0,160,3,
23000.0,10.043249,350,550,16,27.0,0,0.0,69.0,160,2,
10000.0,9.2103405,350,350,12,27.0,0,0.0,69.0,170,3,
75000.0,11.225244,450,650,12,27.0,0,0.0,70.0,179,1,
2000.0,7.6009026,550,550,19,27.0,0,0.0,74.0,220,2,
27000.0,10.203592,550,550,16,28.0,1,0.0,65.0,130,1,
33000.0,10.404263,550,450,16,26.0,1,0.0,64.0,115,3,
37500.0,10.532096,450,450,13,28.0,1,0.0,64.0,125,3,
2000.0,7.6009026,550,550,18,26.0,1,0.0,67.0,135,2,
37500.0,10.532096,550,450,12,27.0,1,1.0,62.0,130,3,
16000.0,9.680344,450,450,12,26.0,1,0.0,71.0,140,3,
2500.0,7.824046,450,450,12,27.0,1,0.0,68.0,150,3,
21000.0,9.952278,650,450,15,26.0,1,0.0,63.0,148,2,
40000.0,10.596635,550,450,19,28.0,1,0.0,63.0,125,2,
25000.0,10.126631,550,450,16,27.0,1,0.0,65.0,132,2,
10000.0,9.2103405,550,550,16,27.0,0,1.0,73.0,170,1,
20000.0,9.903487,650,650,17,27.0,0,0.0,70.0,236,2,27.5
6000.0,8.699514,750,750,17,27.0,1,0.0,67.0,120,1,
42000.0,10.645425,450,650,17,28.0,0,0.0,68.0,215,3,
31200.0,10.348173,550,550,13,28.0,1,0.0,65.0,190,3,
32000.0,10.373491,550,650,16,26.0,1,0.0,66.0,190,2,
42000.0,10.645425,450,550,14,27.0,1,0.0,61.0,143,1,
43000.0,10.668956,450,450,15,28.0,0,0.0,68.0,185,1,
24000.0,10.085809,450,450,12,28.0,0,0.0,72.0,155,1,
53000.0,10.878047,650,650,16,26.0,0,0.0,75.0,181,1,27.5
17500.0,9.769957,450,550,16,27.0,1,0.0,66.0,135,3,
8000.0,8.987197,450,450,14,26.0,1,0.0,64.0,130,2,
18000.0,9.798127,650,650,20,27.0,1,0.0,67.0,120,1,33.5
15000.0,9.615806,650,650,16,26.0,0,0.0,69.0,220,4,27.5
18000.0,9.798127,750,650,17,27.0,1,0.0,60.0,210,2,33.5
10000.0,9.2103405,750,550,16,26.0,1,0.0,66.0,200,1,
46000.0,10.736397,650,750,20,27.0,0,0.0,74.0,215,1,33.5
30000.0,10.308952,350,450,17,28.0,1,0.0,62.0,140,1,21.5
20000.0,9.903487,750,750,14,26.0,0,1.0,71.0,187,3,15.5
22000.0,9.998797,450,550,12,27.0,1,0.0,64.0,170,2,
14700.0,9.595603,450,450,17,26.0,1,1.0,64.0,130,2,
16000.0,9.680344,450,250,12,28.0,1,1.0,67.0,255,1,
10000.0,9.2103405,550,750,12,27.0,0,1.0,69.0,205,1,
7500.0,8.922658,550,550,19,27.0,1,0.0,68.0,200,2,
12000.0,9.392662,450,450,14,28.0,1,0.0,62.0,145,1,
20000.0,9.903487,550,550,14,27.0,1,0.0,65.0,220,4,
75000.0,11.225244,550,550,16,27.0,0,0.0,72.0,160,1,
17500.0,9.769957,450,450,15,27.0,1,1.0,63.0,110,4,21.5
30000.0,10.308952,550,350,15,28.0,1,0.0,69.0,180,2,
17500.0,9.769957,650,750,17,26.0,0,0.0,67.0,225,4,
24000.0,10.085809,550,450,18,26.0,0,0.0,71.0,230,2,
48000.0,10.778956,550,550,14,28.0,1,0.0,69.0,210,1,
74000.0,11.211821,450,550,17,28.0,0,0.0,68.0,158,2,33.5
