year,mfr,idmfr,nameplate,mpg,curbwt,hp,torque,fuel,d_truck,d_manual,time_d_manual,d_diesel,d_turbo,d_super,accel,base,lmpg,lcurbwt,lhp,ltorque
1992.0,NISSAN,NISSAN,240 SX,28.2,2715,155,216.9,G,0.0,1.0,13.0,0.0,0.0,0.0,8.893875,1.0,3.339322,7.906547,5.043425,5.3794365
1992.0,NISSAN,NISSAN,300 ZX,23.1,3514,300,383.7,G,0.0,0.0,0.0,0.0,1.0,0.0,6.4662523,1.0,3.1398327,8.164511,5.7037826,5.949861
1992.0,NISSAN,NISSAN,300 ZX,23.8,3226,222,268.5,G,0.0,0.0,0.0,0.0,0.0,0.0,7.6917562,1.0,3.1696856,8.078999,5.4026775,5.5928507
1992.0,NISSAN,NISSAN,300 ZX,23.2,3474,300,383.7,G,0.0,1.0,13.0,0.0,1.0,0.0,6.453579,1.0,3.1441524,8.153062,5.7037826,5.949861
1992.0,NISSAN,NISSAN,300 ZX,23.4,3186,222,268.5,G,0.0,1.0,13.0,0.0,0.0,0.0,7.621113,1.0,3.152736,8.066522,5.4026775,5.5928507
1992.0,NISSAN,NISSAN,300 ZX 2+2,23.8,3353,222,268.5,G,0.0,0.0,0.0,0.0,0.0,0.0,7.9345937,1.0,3.1696856,8.117611,5.4026775,5.5928507
1992.0,NISSAN,NISSAN,300 ZX 2+2,23.4,3313,222,268.5,G,0.0,1.0,13.0,0.0,0.0,0.0,7.8555126,1.0,3.152736,8.105609,5.4026775,5.5928507
1992.0,NISSAN,NISSAN,MAXIMA,25.3,3193,190,257.6,G,0.0,0.0,0.0,0.0,0.0,0.0,8.646659,1.0,3.2308044,8.068716,5.247024,5.551408
1992.0,NISSAN,NISSAN,MAXIMA,25.3,3169,160,246.8,G,0.0,0.0,0.0,0.0,0.0,0.0,9.869398,1.0,3.2308044,8.061172,5.075174,5.5085783
1992.0,NISSAN,NISSAN,MAXIMA,26.7,3129,160,246.8,G,0.0,1.0,13.0,0.0,0.0,0.0,9.686632,1.0,3.2846637,8.048469,5.075174,5.5085783
1992.0,NISSAN,NISSAN,NX,35.6,2390,110,146.4,G,0.0,0.0,0.0,0.0,0.0,0.0,10.6329565,1.0,3.5723455,7.7790484,4.7004805,4.9863424
1992.0,NISSAN,NISSAN,NX,37.5,2350,110,146.4,G,0.0,1.0,13.0,0.0,0.0,0.0,10.3734865,1.0,3.624341,7.762171,4.7004805,4.9863424
1992.0,NISSAN,NISSAN,NX,29.6,2501,140,179.0,G,0.0,0.0,0.0,0.0,0.0,0.0,9.082665,1.0,3.3877745,7.8244457,4.9416423,5.187386
1992.0,NISSAN,NISSAN,NX,30.0,2461,140,179.0,G,0.0,1.0,13.0,0.0,0.0,0.0,8.918437,1.0,3.4011974,7.808323,4.9416423,5.187386
1992.0,NISSAN,NISSAN,SENTRA,32.5,2248,110,146.4,G,0.0,0.0,0.0,0.0,0.0,0.0,10.121381,1.0,3.48124,7.7177963,4.7004805,4.9863424
1992.0,NISSAN,NISSAN,SENTRA,34.9,2286,110,146.4,G,0.0,0.0,0.0,0.0,0.0,0.0,10.258883,1.0,3.552487,7.734559,4.7004805,4.9863424
1992.0,NISSAN,NISSAN,SENTRA,35.8,2328,110,146.4,G,0.0,0.0,0.0,0.0,0.0,0.0,10.410343,1.0,3.5779479,7.7527647,4.7004805,4.9863424
1992.0,NISSAN,NISSAN,SENTRA,37.5,2266,110,146.4,G,0.0,1.0,13.0,0.0,0.0,0.0,10.084946,1.0,3.624341,7.7257714,4.7004805,4.9863424
1992.0,NISSAN,NISSAN,SENTRA,37.1,2208,110,146.4,G,0.0,1.0,13.0,0.0,0.0,0.0,9.884312,1.0,3.613617,7.6998425,4.7004805,4.9863424
1992.0,NISSAN,NISSAN,SENTRA,36.1,2208,110,146.4,G,0.0,1.0,13.0,0.0,0.0,0.0,9.884312,1.0,3.5862927,7.6998425,4.7004805,4.9863424
1992.0,NISSAN,NISSAN,SENTRA,38.5,2288,110,146.4,G,0.0,1.0,13.0,0.0,0.0,0.0,10.160745,1.0,3.6506581,7.7354336,4.7004805,4.9863424
1992.0,NISSAN,NISSAN,SENTRA,31.1,2359,140,179.0,G,0.0,0.0,0.0,0.0,0.0,0.0,8.665184,1.0,3.437208,7.765993,4.9416423,5.187386
1992.0,NISSAN,NISSAN,SENTRA,31.2,2319,140,179.0,G,0.0,1.0,13.0,0.0,0.0,0.0,8.5169735,1.0,3.440418,7.7488914,4.9416423,5.187386
1992.0,NISSAN,NISSAN,STANZA,27.1,2828,138,200.7,G,0.0,0.0,0.0,0.0,0.0,0.0,10.143857,1.0,3.2995338,7.947325,4.9272537,5.301811
1992.0,NISSAN,NISSAN,STANZA,29.0,2788,138,200.7,G,0.0,1.0,13.0,0.0,0.0,0.0,9.933952,1.0,3.3672957,7.9330797,4.9272537,5.301811
1992.0,PEUGEOT,PEUGEOT,405,26.4,2537,110,162.7,G,0.0,0.0,0.0,0.0,0.0,0.0,11.15634,0.0,3.273364,7.8387375,4.7004805,5.091908
1992.0,PEUGEOT,PEUGEOT,405,27.2,2715,110,162.7,G,0.0,1.0,13.0,0.0,0.0,0.0,11.601624,0.0,3.303217,7.906547,4.7004805,5.091908
1992.0,PEUGEOT,PEUGEOT,405,27.4,2497,150,173.5,G,0.0,1.0,13.0,0.0,0.0,0.0,8.549784,0.0,3.310543,7.8228455,5.0106354,5.1561775
1992.0,PEUGEOT,PEUGEOT,405 SW,26.3,2675,110,162.7,G,0.0,0.0,0.0,0.0,0.0,0.0,11.642317,0.0,3.269569,7.8917046,4.7004805,5.091908
1992.0,PEUGEOT,PEUGEOT,405 SW,26.9,2635,110,162.7,G,0.0,1.0,13.0,0.0,0.0,0.0,11.335799,0.0,3.2921262,7.8766384,4.7004805,5.091908
1992.0,PEUGEOT,PEUGEOT,505 SW,22.9,3440,160,277.9,G,0.0,0.0,0.0,0.0,1.0,0.0,10.54333,0.0,3.131137,8.143227,5.075174,5.627261
1992.0,PEUGEOT,PEUGEOT,505 SW,23.0,3546,120,177.6,G,0.0,0.0,0.0,0.0,0.0,0.0,13.619577,0.0,3.1354942,8.173575,4.787492,5.179534
1992.0,PEUGEOT,PEUGEOT,505 SW,22.9,3506,120,177.6,G,0.0,1.0,13.0,0.0,0.0,0.0,13.221789,0.0,3.131137,8.162231,4.787492,5.179534
1992.0,PORSCHE,PORSCHE,911 CARRERA 2,22.6,3031,247,309.1,G,0.0,1.0,13.0,0.0,0.0,0.0,6.7501817,0.0,3.11795,8.016648,5.5093884,5.733665
1992.0,PORSCHE,PORSCHE,911 CARRERA 2,21.9,3164,247,309.1,G,0.0,0.0,0.0,0.0,0.0,0.0,6.9491897,0.0,3.0864866,8.059592,5.5093884,5.733665
1992.0,PORSCHE,PORSCHE,911 CARRERA 2,22.6,3164,247,309.1,G,0.0,1.0,13.0,0.0,0.0,0.0,6.978621,0.0,3.11795,8.059592,5.5093884,5.733665
1992.0,PORSCHE,PORSCHE,911 CARRERA 2,21.9,3071,247,309.1,G,0.0,0.0,0.0,0.0,0.0,0.0,6.7842846,0.0,3.0864866,8.029758,5.5093884,5.733665
1992.0,PORSCHE,PORSCHE,911 CARRERA 4,20.6,3252,247,309.1,G,0.0,1.0,13.0,0.0,0.0,0.0,7.1285796,0.0,3.0252912,8.087026,5.5093884,5.733665
1992.0,PORSCHE,PORSCHE,911 CARRERA 4,20.6,3252,247,309.1,G,0.0,1.0,13.0,0.0,0.0,0.0,7.1285796,0.0,3.0252912,8.087026,5.5093884,5.733665
1992.0,PORSCHE,PORSCHE,911 TURBO,18.3,3274,315,450.1,G,0.0,1.0,13.0,0.0,1.0,0.0,5.9350142,0.0,2.9069011,8.093768,5.7525725,6.10947
1992.0,PORSCHE,PORSCHE,968 COUPE,23.6,3086,236,305.1,G,0.0,1.0,13.0,0.0,0.0,0.0,7.090903,0.0,3.1612468,8.034631,5.463832,5.7206397
1992.0,PORSCHE,PORSCHE,968 COUPE,22.6,3126,236,305.1,G,0.0,0.0,0.0,0.0,0.0,0.0,7.138991,0.0,3.11795,8.047509,5.463832,5.7206397
1992.0,PORSCHE,PORSCHE,968 COUPE,23.6,3240,236,305.1,G,0.0,1.0,13.0,0.0,0.0,0.0,7.3636317,0.0,3.1612468,8.083328,5.463832,5.7206397
1992.0,PORSCHE,PORSCHE,968 COUPE,22.6,3280,236,305.1,G,0.0,0.0,0.0,0.0,0.0,0.0,7.420773,0.0,3.11795,8.095599,5.463832,5.7206397
1992.0,SUBARU,SUBARU,JUSTY,40.3,1930,73,96.3,G,0.0,0.0,0.0,0.0,0.0,0.0,12.452702,0.0,3.6963515,7.565275,4.2904596,4.567468
1992.0,SUBARU,SUBARU,JUSTY,41.0,1910,66,94.9,G,0.0,1.0,13.0,0.0,0.0,0.0,13.12444,0.0,3.713572,7.5548587,4.189655,4.5528235
1992.0,SUBARU,SUBARU,JUSTY,41.1,1820,73,96.3,G,0.0,1.0,13.0,0.0,0.0,0.0,11.692478,0.0,3.7160082,7.506592,4.2904596,4.567468
1992.0,SUBARU,SUBARU,JUSTY AWD,37.2,2063,73,96.3,G,0.0,0.0,0.0,0.0,0.0,0.0,13.138985,0.0,3.6163087,7.6319165,4.2904596,4.567468
1992.0,SUBARU,SUBARU,JUSTY AWD,35.2,2023,73,96.3,G,0.0,1.0,13.0,0.0,0.0,0.0,12.691066,0.0,3.5610461,7.6123366,4.2904596,4.567468
1992.0,SUBARU,SUBARU,LEGACY,28.9,2780,130,185.7,G,0.0,0.0,0.0,0.0,0.0,0.0,10.497757,0.0,3.3638415,7.9302063,4.8675346,5.2241325
1992.0,SUBARU,SUBARU,LEGACY,30.0,2740,130,185.7,G,0.0,1.0,13.0,0.0,0.0,0.0,10.265428,0.0,3.4011974,7.9157133,4.8675346,5.2241325
1992.0,SUBARU,SUBARU,LEGACY AWD,26.7,3025,130,185.7,G,0.0,0.0,0.0,0.0,0.0,0.0,11.236327,0.0,3.2846637,8.014667,4.8675346,5.2241325
1992.0,SUBARU,SUBARU,LEGACY AWD,26.7,2985,130,185.7,G,0.0,1.0,13.0,0.0,0.0,0.0,10.96989,0.0,3.2846637,8.001355,4.8675346,5.2241325
1992.0,SUBARU,SUBARU,LEGACY AWD TURBO,23.5,3180,160,245.4,G,0.0,0.0,0.0,0.0,1.0,0.0,9.896967,0.0,3.1570003,8.064636,5.075174,5.5028896
1992.0,SUBARU,SUBARU,LEGACY AWD TURBO,25.2,3140,160,245.4,G,0.0,1.0,13.0,0.0,1.0,0.0,9.713013,0.0,3.226844,8.051978,5.075174,5.5028896
1992.0,SUBARU,SUBARU,LEGACY WAGON,28.5,2900,130,185.7,G,0.0,0.0,0.0,0.0,0.0,0.0,10.861026,0.0,3.349904,7.972466,4.8675346,5.2241325
1992.0,SUBARU,SUBARU,LEGACY WAGON,30.0,2860,130,185.7,G,0.0,1.0,13.0,0.0,0.0,0.0,10.612166,0.0,3.4011974,7.9585767,4.8675346,5.2241325
1992.0,SUBARU,SUBARU,LEGACY WAGON AWD,26.7,3080,130,185.7,G,0.0,0.0,0.0,0.0,0.0,0.0,11.4004965,0.0,3.2846637,8.032685,4.8675346,5.2241325
1992.0,SUBARU,SUBARU,LEGACY WAGON AWD,26.7,3040,130,185.7,G,0.0,1.0,13.0,0.0,0.0,0.0,11.126214,0.0,3.2846637,8.019613,4.8675346,5.2241325
1992.0,SUBARU,SUBARU,LEGACY WGN AWD T,23.5,3195,160,245.4,G,0.0,0.0,0.0,0.0,1.0,0.0,9.93453,0.0,3.1570003,8.069343,5.075174,5.5028896
1992.0,SUBARU,SUBARU,LOYALE,29.3,2375,90,136.9,G,0.0,0.0,0.0,0.0,0.0,0.0,12.433942,0.0,3.3775876,7.772753,4.4998097,4.9192505
1992.0,SUBARU,SUBARU,LOYALE,32.7,2355,90,136.9,G,0.0,1.0,13.0,0.0,0.0,0.0,12.13896,0.0,3.487375,7.764296,4.4998097,4.9192505
1992.0,SUBARU,SUBARU,LOYALE WAGON,29.3,2510,90,136.9,G,0.0,0.0,0.0,0.0,0.0,0.0,12.999809,0.0,3.3775876,7.828038,4.4998097,4.9192505
1992.0,SUBARU,SUBARU,LOYALE WAGON,32.3,2490,90,136.9,G,0.0,1.0,13.0,0.0,0.0,0.0,12.674856,0.0,3.4750671,7.820038,4.4998097,4.9192505
1992.0,SUBARU,SUBARU,SVX,23.5,3525,230,303.7,G,0.0,0.0,0.0,0.0,0.0,0.0,8.028548,0.0,3.1570003,8.167636,5.4380794,5.7160406
1992.0,SUZUKI,SUZUKI,SWIFT,44.1,1659,55,78.6,G,0.0,0.0,0.0,0.0,0.0,0.0,13.846794,0.0,3.7864597,7.4139705,4.0073333,4.364372
1992.0,SUZUKI,SUZUKI,SWIFT,56.1,1639,55,78.6,G,0.0,1.0,13.0,0.0,0.0,0.0,13.425921,0.0,4.027136,7.4018416,4.0073333,4.364372
1992.0,SUZUKI,SUZUKI,SWIFT,36.2,1759,70,100.3,G,0.0,0.0,0.0,0.0,0.0,0.0,11.953633,0.0,3.589059,7.472501,4.248495,4.6081657
1992.0,SUZUKI,SUZUKI,SWIFT,47.7,1739,70,100.3,G,0.0,1.0,13.0,0.0,0.0,0.0,11.660244,0.0,3.8649313,7.4610653,4.248495,4.6081657
1992.0,SUZUKI,SUZUKI,SWIFT GT,35.9,1894,100,112.5,G,0.0,1.0,13.0,0.0,0.0,0.0,9.44922,0.0,3.5807374,7.5464463,4.6051702,4.7229533
1992.0,TOYOTA,TOYOTA,ES300,23.0,3402,185,264.4,G,0.0,0.0,0.0,0.0,0.0,0.0,9.296891,1.0,3.1354942,8.132119,5.220356,5.577463
1992.0,TOYOTA,TOYOTA,ES300,25.2,3362,185,264.4,G,0.0,1.0,13.0,0.0,0.0,0.0,9.151275,1.0,3.226844,8.120292,5.220356,5.577463
1992.0,TOYOTA,TOYOTA,LS400,23.1,3759,250,352.5,G,0.0,0.0,0.0,0.0,0.0,0.0,7.905992,1.0,3.1398327,8.231908,5.521461,5.865051
1992.0,TOYOTA,TOYOTA,SC300/SC400,23.1,3534,225,285.6,G,0.0,0.0,0.0,0.0,0.0,0.0,8.188654,1.0,3.1398327,8.170186,5.4161005,5.654592
1992.0,TOYOTA,TOYOTA,SC300/SC400,23.3,3494,225,285.6,G,0.0,1.0,13.0,0.0,0.0,0.0,8.101404,1.0,3.1484532,8.158802,5.4161005,5.654592
1992.0,TOYOTA,TOYOTA,SC300/SC400,23.1,3575,250,352.5,G,0.0,0.0,0.0,0.0,0.0,0.0,7.592947,1.0,3.1398327,8.181721,5.521461,5.865051
1992.0,TOYOTA,TOYOTA,CAMRY,27.0,2983,130,189.8,G,0.0,0.0,0.0,0.0,0.0,0.0,11.110569,1.0,3.295837,8.000685,4.8675346,5.2459707
1992.0,TOYOTA,TOYOTA,CAMRY,29.1,2943,130,189.8,G,0.0,1.0,13.0,0.0,0.0,0.0,10.850077,1.0,3.3707383,7.9871845,4.8675346,5.2459707
1992.0,TOYOTA,TOYOTA,CAMRY,24.2,2783,185,264.4,G,0.0,0.0,0.0,0.0,0.0,0.0,7.9090576,1.0,3.1863527,7.931285,5.220356,5.577463
1992.0,TOYOTA,TOYOTA,CAMRY,25.2,2743,185,264.4,G,0.0,1.0,13.0,0.0,0.0,0.0,7.816159,1.0,3.226844,7.9168077,5.220356,5.577463
1992.0,TOYOTA,TOYOTA,CAMRY WAGON,27.0,3131,130,189.8,G,0.0,0.0,0.0,0.0,0.0,0.0,11.552217,1.0,3.295837,8.049108,4.8675346,5.2459707
1992.0,TOYOTA,TOYOTA,CAMRY WAGON,24.2,3331,185,264.4,G,0.0,0.0,0.0,0.0,0.0,0.0,9.140379,1.0,3.1863527,8.111028,5.220356,5.577463
1992.0,TOYOTA,TOYOTA,CELICA,31.0,2487,103,138.3,G,0.0,0.0,0.0,0.0,0.0,0.0,11.57577,1.0,3.4339871,7.8188324,4.634729,4.9294252
1992.0,TOYOTA,TOYOTA,CELICA,34.0,2447,103,138.3,G,0.0,1.0,13.0,0.0,0.0,0.0,11.263386,1.0,3.5263605,7.802618,4.634729,4.9294252
1992.0,TOYOTA,TOYOTA,CELICA,26.8,2686,130,189.8,G,0.0,0.0,0.0,0.0,0.0,0.0,10.21106,1.0,3.2884018,7.895808,4.8675346,5.2459707
1992.0,TOYOTA,TOYOTA,CELICA,28.9,2646,130,189.8,G,0.0,1.0,13.0,0.0,0.0,0.0,9.991426,1.0,3.3638415,7.8808045,4.8675346,5.2459707
1992.0,TOYOTA,TOYOTA,CELICA,24.7,3219,200,271.2,G,0.0,1.0,13.0,0.0,1.0,0.0,8.329367,1.0,3.2068033,8.076826,5.2983174,5.6028566
1992.0,TOYOTA,TOYOTA,CELICA CONVERT,27.0,2884,130,189.8,G,0.0,0.0,0.0,0.0,0.0,0.0,10.812761,1.0,3.295837,7.9669337,4.8675346,5.2459707
1992.0,TOYOTA,TOYOTA,CELICA CONVERT,29.2,2844,130,189.8,G,0.0,1.0,13.0,0.0,0.0,0.0,10.566127,1.0,3.3741686,7.9529667,4.8675346,5.2459707
1992.0,TOYOTA,TOYOTA,COROLLA,31.9,2273,102,136.9,G,0.0,0.0,0.0,0.0,0.0,0.0,10.851862,1.0,3.462606,7.7288556,4.624973,4.9192505
1992.0,TOYOTA,TOYOTA,COROLLA,33.9,2293,102,136.9,G,0.0,0.0,0.0,0.0,0.0,0.0,10.928661,1.0,3.523415,7.737616,4.624973,4.9192505
1992.0,TOYOTA,TOYOTA,COROLLA,35.1,2253,130,142.4,G,0.0,1.0,13.0,0.0,0.0,0.0,8.8208475,1.0,3.558201,7.720018,4.8675346,4.95864
1992.0,TOYOTA,TOYOTA,COROLLA ALL-TRAC,30.3,2679,102,136.9,G,0.0,0.0,0.0,0.0,0.0,0.0,12.386818,1.0,3.4111476,7.893199,4.624973,4.9192505
1992.0,TOYOTA,TOYOTA,COROLLA ALL-TRAC,27.9,2639,102,136.9,G,0.0,1.0,13.0,0.0,0.0,0.0,12.033082,1.0,3.3286266,7.878155,4.624973,4.9192505
1992.0,TOYOTA,TOYOTA,COROLLA WAGON,31.9,2319,102,136.9,G,0.0,0.0,0.0,0.0,0.0,0.0,11.028306,1.0,3.462606,7.7488914,4.624973,4.9192505
1992.0,TOYOTA,TOYOTA,COROLLA WAGON,34.5,2299,102,136.9,G,0.0,1.0,13.0,0.0,0.0,0.0,10.813195,1.0,3.5409594,7.7402296,4.624973,4.9192505
1992.0,TOYOTA,TOYOTA,CRESSIDA,24.5,3439,190,250.8,G,0.0,0.0,0.0,0.0,0.0,0.0,9.179016,1.0,3.198673,8.142936,5.247024,5.524656
1992.0,TOYOTA,TOYOTA,MR2,26.6,2619,200,271.2,G,0.0,1.0,13.0,0.0,1.0,0.0,7.098772,1.0,3.2809112,7.870548,5.2983174,5.6028566
1992.0,TOYOTA,TOYOTA,MR2,28.9,2639,130,189.8,G,0.0,0.0,0.0,0.0,0.0,0.0,10.066979,1.0,3.3638415,7.878155,4.8675346,5.2459707
1992.0,TOYOTA,TOYOTA,MR2,28.6,2599,130,189.8,G,0.0,1.0,13.0,0.0,0.0,0.0,9.853607,1.0,3.3534067,7.862882,4.8675346,5.2459707
1992.0,TOYOTA,TOYOTA,PASEO,33.1,2110,100,123.4,G,0.0,0.0,0.0,0.0,0.0,0.0,10.385137,1.0,3.4995332,7.6544433,4.6051702,4.815431
1992.0,TOYOTA,TOYOTA,PASEO,35.6,2070,100,123.4,G,0.0,1.0,13.0,0.0,0.0,0.0,10.122867,1.0,3.5723455,7.635304,4.6051702,4.815431
1992.0,TOYOTA,TOYOTA,SUPRA,23.2,3503,200,254.9,G,0.0,0.0,0.0,0.0,0.0,0.0,8.939434,1.0,3.1441524,8.161375,5.2983174,5.540871
1992.0,TOYOTA,TOYOTA,SUPRA,23.2,3574,232,344.4,G,0.0,0.0,0.0,0.0,1.0,0.0,8.061882,1.0,3.1441524,8.18144,5.4467373,5.8418036
1992.0,TOYOTA,TOYOTA,SUPRA,22.9,3463,200,254.9,G,0.0,1.0,13.0,0.0,0.0,0.0,8.814627,1.0,3.131137,8.149891,5.2983174,5.540871
1992.0,TOYOTA,TOYOTA,SUPRA,22.9,3534,232,344.4,G,0.0,1.0,13.0,0.0,1.0,0.0,7.9814143,1.0,3.131137,8.170186,5.4467373,5.8418036
1992.0,TOYOTA,TOYOTA,TERCEL,32.1,2045,82,122.0,G,0.0,0.0,0.0,0.0,0.0,0.0,11.880995,1.0,3.468856,7.623153,4.406719,4.804021
1992.0,TOYOTA,TOYOTA,TERCEL,39.8,1950,82,122.0,G,0.0,1.0,13.0,0.0,0.0,0.0,11.271912,1.0,3.683867,7.575585,4.406719,4.804021
1992.0,TOYOTA,TOYOTA,TERCEL,37.2,2005,82,122.0,G,0.0,1.0,13.0,0.0,0.0,0.0,11.51753,1.0,3.6163087,7.6033993,4.406719,4.804021
1992.0,AUDI,AUDI,100,23.4,3369,172,249.5,G,0.0,0.0,0.0,0.0,0.0,0.0,9.78144,0.0,3.152736,8.122372,5.1474943,5.519459
1992.0,AUDI,AUDI,100,24.3,3369,172,249.5,G,0.0,0.0,0.0,0.0,0.0,0.0,9.78144,0.0,3.1904764,8.122372,5.1474943,5.519459
1992.0,AUDI,AUDI,100,25.4,3329,172,249.5,G,0.0,1.0,13.0,0.0,0.0,0.0,9.609153,0.0,3.234749,8.110427,5.1474943,5.519459
1992.0,AUDI,AUDI,100 QUATTRO,22.8,3755,172,249.5,G,0.0,0.0,0.0,0.0,0.0,0.0,10.673957,0.0,3.1267605,8.230844,5.1474943,5.519459
1992.0,AUDI,AUDI,100 QUATTRO,23.2,3715,172,249.5,G,0.0,1.0,13.0,0.0,0.0,0.0,10.461887,0.0,3.1441524,8.220134,5.1474943,5.519459
1992.0,VOLVO,VOLVO,240,25.4,2959,114,184.4,G,0.0,0.0,0.0,0.0,0.0,0.0,12.269537,0.0,3.234749,7.9926066,4.7361984,5.2171073
1992.0,VOLVO,VOLVO,240,28.0,2919,114,184.4,G,0.0,1.0,13.0,0.0,0.0,0.0,11.936627,0.0,3.3322046,7.9789963,4.7361984,5.2171073
1992.0,VOLVO,VOLVO,240 WAGON,25.4,3091,114,184.4,G,0.0,0.0,0.0,0.0,0.0,0.0,12.7082615,0.0,3.234749,8.03625,4.7361984,5.2171073
1992.0,VOLVO,VOLVO,240 WAGON,28.3,3051,114,184.4,G,0.0,1.0,13.0,0.0,0.0,0.0,12.352871,0.0,3.342862,8.023225,4.7361984,5.2171073
1992.0,VOLVO,VOLVO,740,26.7,2954,114,184.4,G,0.0,0.0,0.0,0.0,0.0,0.0,12.252844,0.0,3.2846637,7.9909153,4.7361984,5.2171073
1992.0,VOLVO,VOLVO,740 WAGON,23.5,3092,162,264.4,G,0.0,0.0,0.0,0.0,1.0,0.0,9.579615,0.0,3.1570003,8.036573,5.0875964,5.577463
1992.0,VOLVO,VOLVO,740 WAGON,26.7,3082,114,184.4,G,0.0,0.0,0.0,0.0,0.0,0.0,12.678466,0.0,3.2846637,8.033334,4.7361984,5.2171073
1992.0,VOLVO,VOLVO,940,26.7,3009,114,184.4,G,0.0,0.0,0.0,0.0,0.0,0.0,12.43616,0.0,3.2846637,8.009363,4.7361984,5.2171073
1992.0,VOLVO,VOLVO,940,23.5,3019,162,264.4,G,0.0,0.0,0.0,0.0,1.0,0.0,9.397127,0.0,3.1570003,8.012681,5.0875964,5.577463
1992.0,VOLVO,VOLVO,940 WAGON,23.5,3177,162,264.4,G,0.0,0.0,0.0,0.0,1.0,0.0,9.791047,0.0,3.1570003,8.063693,5.0875964,5.577463
1992.0,VOLVO,VOLVO,960,24.4,3460,201,267.1,G,0.0,0.0,0.0,0.0,0.0,0.0,8.815527,0.0,3.1945832,8.149024,5.3033047,5.587623
1992.0,VOLVO,VOLVO,960 WAGON,24.4,3370,201,267.1,G,0.0,0.0,0.0,0.0,0.0,0.0,8.630463,0.0,3.1945832,8.122668,5.3033047,5.587623
1992.0,AUDI,AUDI,100 QUATTRO WAGON,22.8,3892,172,249.5,G,0.0,0.0,0.0,0.0,0.0,0.0,10.986354,0.0,3.1267605,8.266679,5.1474943,5.519459
1992.0,AUDI,AUDI,80,24.0,2884,172,250.2,G,0.0,0.0,0.0,0.0,0.0,0.0,8.63099,0.0,3.1780539,7.9669337,5.1474943,5.5222607
1992.0,AUDI,AUDI,80,25.8,2884,172,250.2,G,0.0,1.0,13.0,0.0,0.0,0.0,8.597818,0.0,3.2503746,7.9669337,5.1474943,5.5222607
1992.0,AUDI,AUDI,80 QUATTRO,23.7,3087,172,250.2,G,0.0,1.0,13.0,0.0,0.0,0.0,9.063227,0.0,3.1654751,8.034955,5.1474943,5.5222607
1992.0,AUDI,AUDI,S4,23.2,3781,217,309.1,G,0.0,1.0,13.0,0.0,1.0,0.0,8.857586,0.0,3.1441524,8.237743,5.379897,5.733665
1992.0,AUDI,AUDI,V8,19.0,3991,276,401.2,G,0.0,0.0,0.0,0.0,0.0,0.0,7.6613235,0.0,2.944439,8.291797,5.620401,5.99446
1992.0,VOLKSWAGEN,VOLKSWAGEN,CABRIOLET,29.8,2347,94,135.6,G,0.0,0.0,0.0,0.0,0.0,0.0,11.8921385,0.0,3.3945084,7.7608933,4.543295,4.9097095
1992.0,VOLKSWAGEN,VOLKSWAGEN,CABRIOLET,32.1,2307,94,135.6,G,0.0,1.0,13.0,0.0,0.0,0.0,11.5508585,0.0,3.468856,7.7437034,4.543295,4.9097095
1992.0,VOLKSWAGEN,VOLKSWAGEN,CORRADO,25.8,2715,158,225.1,G,0.0,0.0,0.0,0.0,0.0,1.0,8.802999,0.0,3.2503746,7.906547,5.062595,5.416545
1992.0,VOLKSWAGEN,VOLKSWAGEN,CORRADO,27.3,2675,158,225.1,G,0.0,1.0,13.0,0.0,0.0,1.0,8.662498,0.0,3.3068867,7.8917046,5.062595,5.416545
1992.0,VOLKSWAGEN,VOLKSWAGEN,CORRADO SLC,22.4,2848,172,249.5,G,0.0,0.0,0.0,0.0,0.0,0.0,8.544155,0.0,3.109061,7.9543724,5.1474943,5.519459
1992.0,VOLKSWAGEN,VOLKSWAGEN,CORRADO SLC,24.2,2808,172,249.5,G,0.0,1.0,13.0,0.0,0.0,0.0,8.421699,0.0,3.1863527,7.940228,5.1474943,5.519459
1992.0,VOLKSWAGEN,VOLKSWAGEN,FOX,32.8,2245,81,126.1,G,0.0,1.0,13.0,0.0,0.0,0.0,12.692386,0.0,3.4904284,7.7164607,4.394449,4.837075
1992.0,VOLKSWAGEN,VOLKSWAGEN,FOX,32.4,2205,81,126.1,G,0.0,1.0,13.0,0.0,0.0,0.0,12.516769,0.0,3.4781585,7.698483,4.394449,4.837075
1992.0,VOLKSWAGEN,VOLKSWAGEN,GOLF /GTI,29.8,2368,105,149.1,G,0.0,0.0,0.0,0.0,0.0,0.0,10.956825,0.0,3.3945084,7.769801,4.65396,5.004617
1992.0,VOLKSWAGEN,VOLKSWAGEN,GOLF /GTI,32.1,2348,100,145.1,G,0.0,1.0,13.0,0.0,0.0,0.0,11.16137,0.0,3.468856,7.761319,4.6051702,4.977423
1992.0,VOLKSWAGEN,VOLKSWAGEN,GTI 16V,27.7,2445,134,180.3,G,0.0,1.0,13.0,0.0,0.0,0.0,9.179867,0.0,3.3214324,7.8018003,4.89784,5.194622
1992.0,VOLKSWAGEN,VOLKSWAGEN,JETTA,44.7,2434,52,96.3,D,0.0,1.0,13.0,1.0,0.0,0.0,19.0512,0.0,3.7999735,7.7972913,3.9512436,4.567468
1992.0,VOLKSWAGEN,VOLKSWAGEN,JETTA,29.8,2389,100,145.1,G,0.0,0.0,0.0,0.0,0.0,0.0,11.477013,0.0,3.3945084,7.7786303,4.6051702,4.977423
