gdpc1,gdp,gdpdef,date,daten,quarter,popthm,year,realgdp,gdppc,realgdppc,growth
16616.54,17104.555,102.937,2014-01-01,2014-01-01,216.0,317758.0,2014.0,16616.527,53828.535,52292.695,0.7165758
16841.475,17432.909,103.512,2014-04-01,2014-04-01,217.0,318284.0,2014.0,16841.438,54771.035,52912.742,1.9403006
17047.098,17721.657,103.957,2014-07-01,2014-07-01,218.0,318921.0,2014.0,17047.104,55567.605,53452.492,2.3759139
17143.038,17849.912,104.123,2014-10-01,2014-10-01,219.0,319561.0,2014.0,17143.102,55858.363,53646.516,2.1323247
17277.58,17984.178,104.09,2015-01-01,2015-01-01,220.0,320053.0,2015.0,17277.527,56190.49,53982.598,3.2316222
17405.669,18219.405,104.675,2015-04-01,2015-04-01,221.0,320574.0,2015.0,17405.69,56833.047,54294.77,2.611899
17463.222,18344.713,105.048,2015-07-01,2015-07-01,222.0,321205.0,2015.0,17463.172,57112.164,54367.684,1.7121586
17468.902,18350.825,105.049,2015-10-01,2015-10-01,223.0,321834.0,2015.0,17468.824,57019.95,54279.383,1.1796986
17556.839,18424.283,104.941,2016-01-01,2016-01-01,224.0,322353.0,2016.0,17556.8,57155.434,54464.348,0.89241725
17639.417,18637.253,105.657,2016-04-01,2016-04-01,225.0,322867.0,2016.0,17639.393,57723.527,54632.94,0.6228443
17735.074,18806.743,106.043,2016-07-01,2016-07-01,226.0,323473.0,2016.0,17735.016,58140.133,54826.938,0.8447186
17824.231,18991.883,106.551,2016-10-01,2016-10-01,227.0,324052.0,2016.0,17824.219,58608.24,55004.87,1.3365817
17925.256,19190.431,107.058,2017-01-01,2017-01-01,228.0,324494.0,2017.0,17925.266,59139.19,55240.33,1.4247494
18021.048,19356.649,107.411,2017-04-01,2017-04-01,229.0,324944.0,2017.0,18021.105,59568.45,55458.43,1.5109717
18163.558,19611.704,107.973,2017-07-01,2017-07-01,230.0,325476.0,2017.0,18163.525,60255.64,55806.207,1.7861102
18322.464,19918.91,108.713,2017-10-01,2017-10-01,231.0,325968.0,2017.0,18322.473,61107.95,56210.344,2.1915743
18438.254,20163.159,109.355,2018-01-01,2018-01-01,232.0,326323.0,2018.0,18438.26,61788.516,56502.69,2.2852204
18598.135,20510.177,110.281,2018-04-01,2018-04-01,233.0,326699.0,2018.0,18598.105,62779.273,56926.645,2.6474152
18732.72,20749.752,110.767,2018-07-01,2018-07-01,234.0,327167.0,2018.0,18732.793,63422.574,57257.65,2.60086
18783.548,20897.804,111.256,2018-10-01,2018-10-01,235.0,327607.0,2018.0,18783.53,63790.223,57336.43,2.0033429
18927.281,21098.827,111.473,2019-01-01,2019-01-01,236.0,327921.0,2019.0,18927.299,64340.73,57718.668,2.1520684
19021.86,21340.267,112.188,2019-04-01,2019-04-01,237.0,328267.0,2019.0,19021.88,65008.207,57945.777,1.7902563
19121.112,21542.54,112.664,2019-07-01,2019-07-01,238.0,328730.0,2019.0,19121.05,65532.758,58166.547,1.5873835
19221.97,21729.124,113.043,2019-10-01,2019-10-01,239.0,329191.0,2019.0,19221.998,66008.586,58392.453,1.8418019
18977.363,21539.689,113.502,2020-01-01,2020-01-01,240.0,329527.0,2020.0,18977.365,65365.01,57589.305,-0.22412728
