month,year,day,hour,npx,niso,diff
11,1999,8,17,48.37,35.0,-13.369999
11,1999,9,17,44.93,34.9912,-9.938801
11,1999,10,17,41.75,34.99092,-6.759079
11,1999,11,17,48.77,56.78767,8.01767
11,1999,12,17,40.57,26.28128,-14.288719
11,1999,13,17,35.17,30.00117,-5.168829
11,1999,14,17,30.35,34.99865,4.648649
11,1999,15,17,40.7,41.22484,0.5248375
11,1999,16,17,34.5,41.58848,7.088482
11,1999,17,17,35.47,51.75726,16.287258
11,1999,18,17,33.95,40.52148,6.57148
11,1999,19,17,33.49,49.50595,16.01595
11,1999,20,17,46.97,30.0007,-16.969301
11,1999,21,17,36.04,23.78318,-12.256821
11,1999,22,17,45.45,33.46597,-11.984032
11,1999,23,17,36.51,27.53686,-8.973139
11,1999,24,17,31.992,26.28112,-5.7108803
11,1999,25,17,24.54,14.75019,-9.789811
11,1999,26,17,27.0065,8.39344,-18.61306
11,1999,27,17,26.3039,21.98185,-4.32205
11,1999,28,17,26.69,45.34085,18.65085
11,1999,29,17,32.43,26.0009,-6.4291
11,1999,30,17,38.28,6.56022,-31.71978
12,1999,1,17,35.02,23.17833,-11.841671
12,1999,2,17,30.99,36.57795,5.5879498
12,1999,3,17,29.6921,22.85835,-6.83375
12,1999,4,17,28.23,33.13471,4.904709
12,1999,5,17,29.49,30.98959,1.4995899
12,1999,6,17,30.44,37.21822,6.778219
12,1999,7,17,31.01,32.13063,1.1206303
12,1999,8,17,31.99,16.93886,-15.05114
12,1999,9,17,30.01,34.81335,4.8033504
12,1999,10,17,29.34,25.54676,-3.7932396
12,1999,11,17,29.53,16.29797,-13.232031
12,1999,12,17,30.47,31.24558,0.77558136
12,1999,13,17,38.43,42.86407,4.4340706
12,1999,14,17,33.01,40.05783,7.0478325
12,1999,15,17,30.0042,34.00032,3.9961205
12,1999,16,17,31.71,26.79186,-4.9181385
12,1999,17,17,30.0022,10.00155,-20.000648
12,1999,18,17,27.8079,18.79366,-9.01424
12,1999,19,17,31.99,34.43908,2.4490795
12,1999,20,17,32.99,17.78189,-15.208111
12,1999,21,17,30.17,44.0507,13.880701
12,1999,22,17,30.97,26.45279,-4.51721
12,1999,23,17,28.96,4.93,-24.029999
12,1999,24,17,22.37,31.73867,9.3686695
12,1999,25,17,23.41,41.17143,17.761429
12,1999,26,17,32.0,29.63837,-2.3616295
12,1999,27,17,39.51,19.14152,-20.368479
12,1999,28,17,32.0,17.62153,-14.378469
12,1999,29,17,29.788,24.6425,-5.1455
12,1999,30,17,28.9297,19.86134,-9.068361
12,1999,31,17,26.4232,4.99753,-21.42567
1,2000,1,17,27.85,39.33318,11.483179
1,2000,2,17,32.18,13.41159,-18.76841
1,2000,3,17,43.97,3.55891,-40.41109
1,2000,4,17,35.67,14.10099,-21.569008
1,2000,5,17,31.9,19.59172,-12.308279
1,2000,6,17,30.49,36.70234,6.2123394
1,2000,7,17,33.01,33.86627,0.85626984
1,2000,8,17,30.49,18.1018,-12.388199
1,2000,9,17,31.01,13.67,-17.34
1,2000,10,17,33.81,39.84514,6.035137
1,2000,11,17,32.11,35.61285,3.5028496
1,2000,12,17,35.89,29.22448,-6.6655197
1,2000,13,17,38.09,28.13157,-9.958429
1,2000,14,17,30.5,14.9947,-15.5053
1,2000,15,17,28.0,50.17907,22.17907
1,2000,16,17,28.98,32.61432,3.6343193
1,2000,17,17,33.0,30.50184,-2.4981594
1,2000,18,17,31.97,19.00242,-12.967579
1,2000,19,17,38.98,9.37237,-29.60763
1,2000,20,17,31.51,28.56123,-2.9487705
1,2000,21,17,29.0017,17.76469,-11.237009
1,2000,22,17,27.26,10.01198,-17.24802
1,2000,23,17,28.5,38.46276,9.962761
1,2000,24,17,33.0,44.43756,11.437561
1,2000,25,17,33.01,38.00068,4.9906807
1,2000,26,17,31.11,22.4182,-8.691801
1,2000,27,17,43.71,26.00124,-17.70876
1,2000,28,17,30.9998,35.0008,4.0010014
1,2000,29,17,28.51,29.28435,0.7743492
1,2000,30,17,30.99,31.70462,0.7146206
1,2000,31,17,36.0609,39.56534,3.5044365
2,2000,1,17,33.01,35.34387,2.33387
2,2000,2,17,34.51,36.001,1.4910011
2,2000,3,17,32.26,16.60012,-15.659878
2,2000,4,17,32.8575,3.88357,-28.973928
2,2000,5,17,29.92,1.5,-28.42
2,2000,6,17,29.99,2.29565,-27.69435
2,2000,7,17,32.97,15.1024,-17.867601
2,2000,8,17,30.24,24.0,-6.24
2,2000,9,17,31.73,12.60361,-19.126389
2,2000,10,17,31.0,36.5116,5.5116005
2,2000,11,17,30.49,40.0,9.51
