sch_code,api99,edparent,meals,englearn,yearround,credteach,emerteach,avg_ed_raw,pct_af_am,pct_am_ind,pct_asian,pct_fil,pct_hisp,pct_pac,pct_white,mobility
2132587,812,15.56,1,1,0,96,3,4.28,3,1,5,1,6,0,84,7.0
2133056,788,14.6,4,4,0,100,0,3.8,1,0,5,0,8,2,83,7.0
2133262,580,12.82,11,24,0,94,4,2.91,4,0,11,0,40,0,45,11.0
2133692,817,15.22,4,2,0,91,7,4.11,10,1,8,0,7,0,74,8.0
2134005,749,14.46,5,7,0,98,2,3.73,3,1,9,1,17,0,69,11.0
2134310,649,12.9,0,11,0,95,0,2.95,2,0,1,0,22,0,75,16.0
2235356,726,13.84,14,0,0,95,5,3.42,0,8,1,0,6,0,85,9.0
2330900,679,12.08,61,40,0,100,0,2.54,2,1,1,0,42,0,53,
2331361,634,12.78,20,12,0,92,3,2.89,0,1,1,0,19,0,78,5.0
2333185,790,14.48,8,0,0,95,5,3.74,1,0,1,1,2,0,94,10.0
2335024,625,13.18,24,8,0,100,2,3.09,1,5,1,0,18,0,75,0.0
2335487,706,13.18,18,1,0,100,3,3.09,0,5,1,0,8,0,85,10.0
2430098,558,12.14,0,23,0,90,15,2.57,7,0,23,0,35,0,35,0.0
2430114,469,10.74,58,18,0,85,15,1.87,1,0,1,0,65,0,33,94.0
2430601,569,12.16,0,13,0,87,14,2.58,4,1,10,1,37,0,47,33.0
2431203,495,10.64,0,43,0,86,17,1.82,8,0,0,0,59,1,32,
2431807,524,11.88,23,29,0,83,17,2.44,1,0,1,0,41,0,57,7.0
2432409,588,12.18,23,19,0,89,9,2.59,1,0,1,0,15,0,83,9.0
2433001,504,10.62,0,14,0,80,20,1.81,0,0,0,0,89,0,10,
2433605,534,11.54,0,14,0,92,10,2.27,1,1,12,2,70,0,15,
2434207,506,12.06,4,9,0,87,14,2.53,4,0,2,1,51,0,43,9.0
2435204,550,12.52,0,17,0,88,17,2.76,7,0,22,1,38,0,33,0.0
2535409,620,13.2,0,3,0,100,0,3.1,0,6,1,0,11,0,82,
2630010,740,13.42,0,7,0,95,5,3.21,0,0,0,0,16,0,84,50.0
2730034,602,12.36,22,11,0,89,11,2.68,2,0,2,2,40,1,53,7.0
2730109,433,9.86,73,66,0,87,13,1.43,1,0,1,2,95,0,2,59.0
2730166,491,11.52,48,42,0,83,19,2.26,2,1,2,4,75,0,15,22.0
2730414,779,14.62,0,0,0,100,0,3.81,1,1,3,0,5,1,90,6.0
2730885,480,10.38,61,37,0,86,14,1.69,1,1,0,2,92,0,5,3.0
2732170,516,10.82,0,9,0,91,12,1.91,0,1,0,1,77,0,21,6.0
2732808,639,13.82,18,7,0,93,12,3.41,12,1,7,6,17,2,55,
2733178,536,11.86,0,30,0,92,5,2.43,4,0,3,9,58,1,24,35.0
2733657,770,14.24,0,1,0,96,7,3.62,2,1,7,2,8,1,79,0.0
2734556,562,12.5,19,26,0,91,10,2.75,2,1,4,3,52,1,38,9.0
2735348,531,12.08,45,24,0,95,5,2.54,22,1,16,8,28,4,20,
2830016,660,13.66,11,6,0,91,9,3.33,2,1,2,4,14,0,76,9.0
2831758,615,12.16,0,21,0,94,6,2.58,0,1,0,0,42,1,56,
2835601,596,12.38,32,21,0,97,4,2.69,1,1,1,0,34,0,63,10.0
2837102,708,13.28,0,10,0,100,0,3.14,1,0,1,0,32,0,67,7.0
2930048,757,14.02,5,0,0,98,2,3.51,0,1,1,0,2,0,95,6.0
2935500,754,14.04,9,0,0,98,2,3.52,0,2,1,0,3,0,93,3.0
3030038,683,12.86,0,6,0,99,3,2.93,4,1,17,4,15,0,58,7.0
3030046,758,13.94,0,4,0,92,8,3.47,3,0,22,3,11,0,62,50.0
3030053,770,13.0,4,3,0,100,3,3.0,1,0,12,2,8,0,77,40.0
3030061,760,14.5,10,7,0,98,3,3.75,2,0,8,1,14,0,75,50.0
3030145,647,13.16,25,25,0,100,2,3.08,3,3,21,2,29,1,41,13.0
3030152,794,14.64,5,7,0,99,4,3.82,2,0,26,2,7,0,63,0.0
3030228,486,10.74,0,47,0,99,6,1.87,2,0,2,1,88,0,7,8.0
3030244,777,14.68,9,8,0,99,2,3.84,2,0,14,2,14,0,68,29.0
3030285,770,14.88,6,13,0,95,5,3.94,2,0,21,1,7,0,69,0.0
3030392,744,14.24,6,4,0,99,3,3.62,3,0,9,3,14,0,71,0.0
3030434,585,11.78,68,47,0,92,9,2.39,1,1,57,1,28,1,12,15.0
3030491,487,10.28,69,56,0,89,10,1.64,1,0,9,0,87,0,3,10.0
3030616,874,13.96,0,1,0,100,0,3.48,4,1,28,5,16,0,46,15.0
3030640,742,14.4,11,10,0,90,9,3.7,2,1,11,1,17,1,67,6.0
3030855,504,11.98,9,16,0,96,7,2.49,8,1,10,4,51,1,26,15.0
3031697,820,15.44,1,3,0,96,6,4.22,0,0,7,0,2,0,90,15.0
3031853,653,12.9,37,26,0,89,11,2.95,2,1,14,2,33,2,46,15.0
3031895,729,14.34,1,5,0,98,4,3.67,1,8,12,1,9,1,68,6.0
3031929,759,13.58,6,3,0,100,2,3.29,1,0,7,0,11,0,80,0.0
3031952,714,13.7,0,17,0,95,10,3.35,2,0,10,1,31,0,56,0.0
3032000,545,11.7,40,42,0,96,7,2.35,1,0,4,1,61,1,32,12.0
3032109,706,14.26,18,16,0,96,6,3.63,2,1,9,1,27,0,60,11.0
3032158,739,14.12,5,9,0,98,3,3.56,1,3,31,1,11,1,51,6.0
3032505,574,12.56,4,21,0,93,14,2.78,3,0,5,1,49,0,41,14.0
3032752,660,12.76,42,28,0,93,7,2.88,1,0,31,2,32,1,33,7.0
3032943,703,14.0,8,6,0,99,1,3.5,1,7,8,1,14,1,68,9.0
3033057,578,11.8,0,30,0,99,1,2.4,2,1,8,2,60,0,29,7.0
3033115,695,13.58,0,10,0,97,8,3.29,5,1,29,8,18,1,39,0.0
3033206,822,14.7,6,2,0,97,6,3.85,1,0,2,1,7,1,88,0.0
3033362,644,12.78,1,14,0,94,7,2.89,2,1,1,1,51,0,45,9.0
3033578,648,12.24,59,36,0,95,5,2.62,1,0,60,0,19,2,18,10.0
3033784,557,12.2,0,28,0,99,3,2.6,3,0,14,3,48,0,32,8.0
3033917,746,14.04,7,3,0,98,2,3.52,3,0,11,1,10,1,73,20.0
3033933,567,11.32,70,45,0,94,9,2.16,1,0,32,1,55,2,9,9.0
3034204,519,12.28,0,30,0,97,3,2.64,4,1,16,2,49,2,26,9.0
3034410,733,14.04,9,6,0,98,7,3.52,1,6,17,1,11,1,61,9.0
3034956,763,14.54,6,4,0,100,3,3.77,2,0,7,1,13,0,77,44.0
3035045,733,14.12,16,11,0,92,8,3.56,1,0,2,0,20,0,77,100.0
3035102,836,14.78,5,13,0,92,8,3.89,2,0,41,1,5,0,50,75.0
3035409,569,12.74,0,33,0,91,10,2.87,3,0,10,2,54,0,31,
3035581,701,13.62,12,7,0,97,6,3.31,1,1,16,2,13,0,67,7.0
3035706,560,12.02,55,37,0,92,8,2.51,2,0,28,2,38,1,28,12.0
3035821,533,10.76,59,47,0,93,7,1.88,1,0,8,0,86,0,5,100.0
3036357,453,10.14,76,64,0,86,14,1.57,1,0,1,0,96,0,2,0.0
3036456,464,10.22,61,60,0,97,4,1.61,2,0,7,0,88,0,2,0.0
3036555,524,10.7,70,53,0,95,8,1.85,0,0,23,1,67,1,7,9.0
3036712,573,12.4,0,21,0,93,7,2.7,5,0,12,4,44,1,34,11.0
3037090,642,13.18,2,16,0,89,13,3.09,2,0,6,1,40,0,51,19.0
3037348,764,14.56,1,9,0,95,6,3.78,1,0,53,2,11,0,32,13.0
3037496,825,15.04,1,9,0,87,14,4.02,2,0,31,2,13,0,51,3.0
3037553,626,12.84,26,18,0,94,10,2.92,8,1,13,4,42,1,32,14.0
3038023,589,12.64,40,31,0,100,4,2.82,2,0,10,1,52,0,35,100.0
3038098,780,14.12,0,7,0,95,5,3.56,2,0,13,1,14,0,70,50.0
3038239,562,12.52,0,20,0,100,5,2.76,6,1,13,5,39,2,35,10.0
3038445,544,11.98,51,46,0,99,1,2.49,1,3,44,1,32,1,18,11.0
3130010,717,13.66,9,10,0,96,4,3.33,0,0,1,0,17,0,82,6.0
3130150,764,14.46,0,1,0,92,9,3.73,1,1,4,1,7,0,86,8.0
3130176,692,13.94,0,0,0,97,3,3.47,7,1,5,4,10,1,72,
3130184,780,14.4,0,0,0,96,4,3.7,1,1,4,1,4,0,89,0.0
3131851,690,13.98,0,1,0,100,4,3.49,0,2,1,0,5,0,92,20.0
3132453,758,14.32,0,0,0,93,14,3.66,0,1,3,0,5,0,90,4.0
3134657,609,12.98,15,9,0,100,0,2.99,0,0,1,0,23,0,75,7.0
3135308,677,13.98,0,0,0,100,0,3.49,2,2,3,1,7,0,86,0.0
3135704,664,14.02,0,0,0,94,4,3.51,0,2,2,0,4,0,91,0.0
3136504,686,13.54,0,6,0,98,4,3.27,2,2,3,1,16,0,75,
3138500,720,13.82,9,5,0,97,5,3.41,0,2,1,0,11,0,86,8.0
3232006,696,13.48,0,0,0,90,10,3.24,1,2,1,0,4,1,92,0.0
3233509,715,12.64,0,2,0,88,0,2.82,0,12,1,0,9,0,78,
3235603,687,13.44,0,1,0,94,0,3.22,1,2,1,0,12,0,83,0.0
3236007,693,13.68,0,1,0,97,3,3.34,2,3,1,1,4,0,89,2.0
3330008,591,12.76,13,15,0,85,16,2.88,7,0,5,3,38,1,45,11.0
3330024,595,13.14,21,3,0,95,11,3.07,7,1,5,1,28,0,58,13.0
3330214,500,11.88,59,26,0,88,18,2.44,13,5,16,0,35,0,30,6.0
3330370,710,13.54,0,3,1,96,5,3.27,4,1,2,3,17,1,71,14.0
3330388,672,13.8,0,7,0,91,4,3.4,1,1,3,0,21,0,73,11.0
3330396,619,13.46,23,11,0,82,12,3.23,23,0,4,3,25,0,44,10.0
3330412,546,12.1,26,12,0,87,17,2.55,2,0,2,0,46,0,49,10.0
3330438,579,13.26,29,9,0,69,21,3.13,20,0,3,2,29,1,44,8.0
3330446,564,12.38,35,15,0,86,42,2.69,9,0,5,2,49,1,35,13.0
3330453,577,12.16,62,9,0,95,5,2.58,2,9,0,0,19,0,69,11.0
3330479,612,12.66,0,2,0,92,11,2.83,2,1,2,0,32,0,63,
3330487,629,13.06,26,9,0,85,25,3.03,1,4,1,1,27,2,64,15.0
3330529,703,13.58,0,3,0,95,5,3.29,4,0,2,2,16,1,75,8.0
3330537,591,12.5,42,8,0,95,6,2.75,4,0,2,0,33,0,60,15.0
3330552,532,12.4,3,8,0,89,11,2.7,24,1,3,4,43,1,25,13.0
3330578,522,12.06,41,5,0,68,38,2.53,5,1,1,2,57,0,34,9.0
3330669,612,12.88,20,7,0,92,10,2.94,3,0,1,1,50,0,45,8.0
3330701,698,13.78,16,1,0,85,47,3.39,4,0,8,2,21,0,64,5.0
3330727,641,12.96,1,0,0,90,14,2.98,2,1,2,1,23,1,68,11.0
3330743,698,13.7,0,5,0,98,2,3.35,4,1,3,2,16,1,74,15.0
3330990,401,10.26,0,51,0,81,19,1.63,0,1,0,0,97,0,1,6.0
3331600,620,12.76,27,13,0,82,51,2.88,6,0,4,2,42,0,46,12.0
3332350,623,12.64,1,9,0,96,9,2.82,3,0,1,1,29,1,65,3.0
3332673,681,13.46,13,2,0,93,6,3.23,1,0,3,0,20,1,75,9.0
3333192,478,11.14,53,29,0,80,15,2.07,2,0,1,0,86,0,9,4.0
3333770,516,12.12,52,26,0,82,13,2.56,23,0,5,2,42,1,27,18.0
3334232,628,12.86,21,5,0,87,40,2.93,3,0,1,1,25,0,69,11.0
3334299,515,11.84,21,26,0,89,11,2.42,5,0,5,1,53,1,34,11.0
3334406,620,13.04,36,10,0,87,24,3.02,14,0,5,1,40,0,38,10.0
3335130,542,12.62,35,13,0,81,17,2.81,7,1,2,3,40,0,46,11.0
3335759,544,12.28,0,4,0,74,24,2.64,10,1,1,0,52,0,36,12.0
3335973,545,11.44,0,8,0,75,23,2.22,14,1,1,1,60,1,23,100.0
3336237,644,13.94,21,12,0,93,11,3.47,8,0,5,1,30,0,55,13.0
3336492,577,12.28,38,7,0,90,18,2.64,11,0,4,0,39,1,45,11.0
3337136,527,12.06,37,19,0,88,11,2.53,8,0,2,1,53,0,34,15.0
3337656,566,11.86,47,2,0,79,27,2.43,3,3,1,0,50,0,43,12.0
3430048,598,12.82,23,3,0,96,4,2.91,5,3,2,1,9,0,81,13.0
3430170,527,12.7,45,30,0,98,4,2.85,32,1,25,7,16,5,14,9.0
3430378,686,13.28,0,7,0,97,4,3.14,13,1,7,2,9,1,68,13.0
3430477,564,12.48,49,27,0,100,3,2.74,19,1,32,6,16,3,24,12.0
3430493,773,14.34,7,1,0,97,1,3.67,2,1,6,1,5,0,86,8.0
3430584,582,12.9,18,3,0,89,11,2.95,25,0,10,3,29,2,25,18.0
3430592,694,14.1,14,8,0,93,14,3.55,16,1,13,10,15,1,45,10.0
3430618,641,13.78,20,10,0,98,3,3.39,13,2,10,6,14,1,54,13.0
3431012,463,11.32,0,35,0,97,14,2.16,26,1,37,2,20,5,10,33.0
3431111,678,13.8,9,1,0,90,9,3.4,2,1,3,0,6,0,88,8.0
3431533,622,13.14,17,17,0,96,4,3.07,14,0,8,2,9,1,65,15.0
3432051,715,14.08,10,2,0,99,1,3.54,2,2,4,1,5,0,86,9.0
3432317,755,14.28,9,1,0,94,6,3.64,2,1,4,1,8,1,84,5.0
3432572,665,13.88,12,5,0,95,6,3.44,4,1,3,2,12,1,77,10.0
3432838,434,12.32,69,29,0,89,11,2.66,21,3,6,1,22,1,46,27.0
3433216,759,14.56,0,0,0,100,2,3.78,2,0,5,1,6,1,85,10.0
3433265,634,13.0,28,11,0,93,7,3.0,16,2,9,1,10,1,62,11.0
3433471,603,12.52,13,2,0,91,4,2.76,1,2,2,1,30,0,64,6.0
3433794,444,11.16,95,29,0,86,20,2.08,28,1,33,1,21,3,13,18.0
3434370,506,12.54,30,16,0,89,17,2.77,18,1,8,1,14,2,56,11.0
3434768,639,13.24,0,14,0,100,3,3.12,22,1,36,2,13,2,24,0.0
3435419,643,13.4,0,18,0,98,4,3.2,13,1,23,1,27,1,34,0.0
3435930,694,14.02,27,15,0,91,7,3.51,8,1,11,1,8,1,69,17.0
3436714,801,15.14,6,2,0,93,7,4.07,2,1,13,1,5,0,79,6.0
3436979,583,12.46,14,6,0,92,9,2.73,6,3,8,2,15,1,65,9.0
3437555,580,12.36,0,22,0,97,8,2.68,20,2,20,1,24,1,33,0.0
3438504,589,13.06,40,20,0,94,6,3.03,7,1,6,1,13,1,72,18.0
3530060,597,12.88,0,10,0,88,19,2.94,0,1,3,0,43,0,53,8.0
3630035,605,12.6,27,14,0,91,8,2.8,5,0,3,2,48,0,42,10.0
3630225,661,13.56,11,4,0,94,9,3.28,8,0,3,1,26,0,63,10.0
3630233,688,13.2,18,3,0,80,16,3.1,2,1,1,0,17,0,79,9.0
3630274,631,13.1,0,0,0,100,3,3.05,14,2,3,3,14,4,60,
3630373,657,13.9,11,4,0,88,11,3.45,14,0,6,3,24,0,53,12.0
3630407,591,12.32,31,8,0,97,4,2.66,6,1,2,0,38,0,53,9.0
3630423,602,13.32,0,2,0,90,13,3.16,8,1,2,1,18,0,70,2.0
3630522,688,14.18,8,7,0,95,7,3.59,6,0,11,6,24,0,53,9.0
3630555,504,11.78,0,17,0,82,14,2.39,14,0,2,1,62,0,20,3.0
3630563,552,12.16,41,2,0,81,19,2.58,2,1,1,0,18,1,77,10.0
3630571,630,13.66,9,4,0,87,13,3.33,12,0,6,3,25,1,54,9.0
3630597,512,11.9,0,23,0,79,21,2.45,22,0,5,1,59,0,14,18.0
3630746,625,12.9,23,5,0,94,8,2.95,6,1,1,1,25,0,65,6.0
3630779,698,13.8,14,6,0,90,11,3.4,7,1,5,2,32,3,50,14.0
3630787,537,12.6,39,3,0,72,31,2.8,16,1,2,3,38,0,40,67.0
3630803,533,12.66,0,5,0,85,18,2.83,12,3,2,2,36,0,45,0.0
3631066,677,13.34,18,1,0,90,14,3.17,1,1,0,0,10,0,88,9.0
3631322,535,11.92,0,15,0,82,20,2.46,9,1,2,1,62,0,23,8.0
3632205,496,11.24,30,35,0,85,18,2.12,8,1,2,0,69,1,20,13.0
3632221,558,12.36,47,11,0,89,9,2.68,17,1,4,1,41,1,35,9.0
3632502,592,12.76,21,13,0,90,10,2.88,6,0,3,1,44,0,47,9.0
3632742,546,12.24,0,12,0,88,16,2.62,5,0,2,1,65,0,23,5.0
3633005,508,12.6,0,15,0,89,9,2.8,35,0,3,1,41,1,20,18.0
3633302,488,11.68,0,18,0,86,14,2.34,8,0,1,1,67,1,21,1.0
3633906,485,11.36,44,35,0,82,16,2.18,9,0,7,1,66,1,16,11.0
3634169,594,12.74,0,0,0,93,20,2.87,4,7,1,1,18,0,69,
3634482,541,12.08,30,23,0,92,8,2.54,11,0,5,2,58,0,24,9.0
3634680,505,11.68,66,18,0,82,15,2.34,19,1,6,0,49,1,24,9.0
3635042,705,14.0,28,11,0,94,4,3.5,8,1,14,3,24,0,51,13.0
3635265,682,13.86,12,1,0,93,13,3.43,1,0,1,0,11,0,87,8.0
3635844,517,11.66,68,18,0,83,14,2.33,21,1,4,0,56,1,18,11.0
3636081,530,12.16,50,14,0,85,13,2.58,16,2,6,1,48,0,27,12.0
3636487,547,11.74,35,2,0,100,0,2.37,3,0,0,1,23,0,72,12.0
3636743,601,13.0,31,0,0,100,3,3.0,14,1,3,5,11,3,64,10.0
3637584,663,13.66,15,7,0,86,13,3.33,9,0,10,1,26,0,54,10.0
3638012,537,12.84,36,2,0,94,7,2.92,13,1,2,2,39,1,43,65.0
3638509,659,13.36,0,3,0,95,5,3.18,1,1,1,0,18,0,79,4.0
3638616,655,12.9,33,0,0,97,3,2.95,4,1,1,0,13,0,81,12.0
3730033,854,15.44,3,3,0,99,1,4.22,0,0,11,1,8,0,80,16.0
3730058,678,13.3,0,6,0,99,3,3.15,2,1,4,1,32,1,60,12.0
3730066,710,14.32,8,4,0,99,3,3.66,2,1,3,2,13,0,78,5.0
3730074,786,14.84,8,3,0,100,1,3.92,3,0,12,15,8,0,61,5.0
3730124,452,11.24,0,36,0,91,12,2.12,3,0,0,11,81,0,4,100.0
3730173,665,13.4,40,5,0,97,3,3.2,14,1,18,7,19,2,39,12.0
3730181,719,13.64,18,10,0,98,5,3.32,6,0,21,33,8,1,31,8.0
3730314,707,14.12,22,9,0,96,1,3.56,11,1,12,13,19,1,43,14.0
3730348,476,11.92,64,31,0,91,9,2.46,36,0,13,1,40,3,8,17.0
3730371,657,13.96,27,4,0,95,6,3.48,32,1,3,7,17,0,41,15.0
3730405,636,14.18,0,6,0,95,5,3.59,5,1,7,11,43,1,32,33.0
3730694,737,13.84,18,5,0,99,2,3.42,2,1,3,1,22,0,71,8.0
3730702,697,13.68,10,0,0,94,7,3.34,2,3,2,1,11,1,81,5.0
3730728,680,13.42,20,14,0,96,2,3.21,8,1,4,2,23,1,61,10.0
3730801,506,11.6,0,26,0,89,13,2.3,5,0,1,4,80,1,9,0.0
3730819,803,14.9,5,1,0,100,2,3.95,4,1,11,8,7,1,69,8.0
3730843,649,13.9,0,9,0,99,2,3.45,6,1,5,19,44,1,24,0.0
3730884,750,14.56,16,5,0,94,1,3.78,8,0,17,13,9,1,51,9.0
3730942,644,13.66,10,4,1,85,5,3.33,15,1,2,2,28,0,51,18.0
3731007,730,14.62,8,6,0,97,4,3.81,1,0,4,1,15,0,80,21.0
3731064,576,12.52,0,18,0,92,9,2.76,7,0,2,4,69,1,17,100.0
3731114,703,13.12,0,10,0,94,6,3.06,1,13,1,0,26,0,59,32.0
3731213,595,12.64,48,17,0,93,4,2.82,5,1,5,1,43,0,45,9.0
3731478,798,15.32,5,1,0,98,2,4.16,3,0,2,2,10,1,82,0.0
3731585,537,11.1,81,50,0,100,1,2.05,22,0,35,1,30,0,11,9.0
3731692,526,12.0,54,18,0,96,5,2.5,9,2,3,2,30,1,53,9.0
3731809,650,13.1,12,2,0,97,3,3.05,1,2,1,1,10,0,85,3.0
3732062,629,12.62,0,18,0,92,7,2.81,3,1,5,3,39,0,49,14.0
3732179,651,12.86,0,16,0,97,5,2.93,2,1,1,1,34,0,60,7.0
3732336,674,13.42,12,1,0,94,8,3.21,1,2,2,1,11,1,83,4.0
3732625,689,13.84,17,5,0,99,1,3.42,4,2,3,1,17,0,73,6.0
3732732,626,13.32,25,6,0,93,8,3.16,14,1,4,1,19,0,60,7.0
3732781,691,13.74,22,12,0,99,1,3.37,11,1,6,1,27,0,54,7.0
3732849,633,12.92,0,9,0,94,7,2.96,3,1,2,3,59,1,31,0.0
3732997,444,10.94,26,46,0,98,11,1.97,21,0,20,0,54,0,4,14.0
3733326,557,12.08,64,27,0,97,4,2.54,21,1,24,5,28,1,20,15.0
3733508,812,15.0,11,7,0,91,1,4.0,2,0,9,1,22,0,67,7.0
3733581,477,12.12,60,15,0,94,2,2.56,68,0,6,1,21,1,2,31.0
3733698,601,12.8,40,13,0,97,0,2.9,10,1,11,2,33,1,41,10.0
3733953,550,11.84,0,20,0,93,9,2.42,5,1,1,5,61,0,27,33.0
3734431,599,12.2,58,21,0,96,3,2.6,13,1,14,1,43,1,28,11.0
3734548,665,13.34,28,4,0,100,3,3.17,15,1,3,5,23,1,52,7.0
3734654,604,13.2,40,12,0,97,4,3.1,24,0,4,44,17,2,8,29.0
3734761,578,12.76,39,7,0,97,10,2.88,16,3,4,8,30,1,38,14.0
3734878,659,12.58,46,8,0,86,14,2.79,1,7,0,0,29,0,63,18.0
3735206,593,11.92,46,9,0,97,1,2.46,14,1,2,4,48,3,28,30.0
3735313,641,12.46,0,9,0,95,6,2.73,3,2,3,1,36,0,55,17.0
3735750,665,13.24,28,16,0,98,1,3.12,6,1,3,2,38,0,51,8.0
3735867,743,14.62,8,3,0,100,1,3.81,2,1,5,3,8,0,81,5.0
3735974,701,13.44,0,2,0,99,2,3.22,0,1,1,0,18,0,79,21.0
3737152,538,11.78,62,38,0,96,10,2.39,13,0,3,0,60,1,22,65.0
3737418,792,14.76,7,0,0,95,3,3.88,0,0,2,0,11,0,86,17.0
3737632,633,12.48,29,19,0,98,5,2.74,2,1,3,3,42,1,50,12.0
3737905,636,13.14,12,1,0,99,3,3.07,1,1,2,1,9,0,86,3.0
3738226,461,11.36,0,25,0,98,2,2.18,4,1,1,14,74,2,5,0.0
3738234,512,11.9,0,26,0,98,4,2.45,5,0,2,15,69,1,9,75.0
3738705,600,12.84,27,19,0,95,3,2.92,5,1,3,3,37,1,50,7.0
3739018,648,13.04,28,6,0,97,3,3.02,16,0,3,8,30,4,39,20.0
3830072,474,11.98,28,33,0,89,12,2.49,23,1,25,6,31,3,12,16.0
3830205,668,12.86,38,6,0,92,4,2.93,17,0,50,6,18,0,9,6.0
3830254,574,12.32,21,16,0,79,4,2.66,21,1,27,20,28,1,3,1.0
3830353,553,12.1,37,27,0,86,0,2.55,18,2,30,6,33,0,11,11.0
3830387,766,14.16,5,5,0,80,5,3.58,12,2,28,5,15,0,38,9.0
3830403,611,12.02,19,7,0,72,10,2.51,27,1,42,9,17,1,3,5.0
3831765,550,11.14,23,32,0,83,3,2.07,13,0,61,5,13,0,7,8.0
3833241,684,13.06,16,21,0,87,2,3.03,6,0,66,5,6,0,16,5.0
3833407,925,13.92,18,1,0,88,1,3.46,4,0,61,6,11,0,17,3.0
3834082,435,11.06,36,41,0,72,15,2.03,16,1,26,9,44,1,3,8.0
3834769,497,11.8,12,18,0,90,0,2.4,18,2,22,6,40,0,13,13.0
3839081,699,12.96,22,20,0,85,2,2.98,9,0,64,2,4,0,19,4.0
3930237,614,12.78,35,27,0,91,13,2.89,10,1,34,7,14,1,33,12.0
3930302,639,13.1,13,9,0,86,13,3.05,7,1,6,4,25,0,56,20.0
3930310,609,12.82,0,5,0,95,8,2.91,5,2,3,7,31,1,51,9.0
3932001,639,13.04,12,3,0,96,5,3.02,6,2,4,4,25,0,59,9.0
3932100,495,11.36,38,14,0,88,20,2.18,15,2,21,14,42,0,6,24.0
3932308,665,12.74,0,3,0,90,8,2.87,1,1,1,1,24,0,72,7.0
3932654,443,11.02,43,23,0,91,22,2.01,13,3,15,2,54,0,13,13.0
3933801,655,13.64,23,15,0,85,14,3.32,9,1,22,4,16,1,48,17.0
3933959,565,12.46,0,17,0,90,10,2.73,0,1,1,1,34,0,63,
3934759,589,12.56,28,23,0,97,3,2.78,5,1,27,3,21,1,43,9.0
3934783,646,12.9,17,14,0,94,10,2.95,1,1,1,1,27,0,69,7.0
3935103,609,12.62,0,5,0,97,13,2.81,2,2,2,2,27,0,64,11.0
3935756,685,12.86,18,1,0,94,6,2.93,0,0,1,1,23,0,74,0.0
3937406,551,11.78,35,16,0,90,21,2.39,12,2,35,5,24,1,22,6.0
3938008,654,13.22,10,11,0,96,4,3.11,5,1,3,2,27,0,61,13.0
4030557,702,13.24,25,7,0,98,2,3.12,1,1,1,2,24,0,70,6.0
4030755,767,13.94,0,1,0,99,5,3.47,1,0,1,1,9,0,88,6.0
4032009,665,13.46,28,8,0,100,4,3.23,1,0,1,0,16,1,81,4.0
4034807,718,13.68,18,2,0,100,0,3.34,2,0,2,3,11,0,83,11.0
4035754,686,13.04,24,8,0,100,2,3.02,3,1,2,0,23,0,71,6.0
4036703,771,14.66,17,2,0,100,0,3.83,2,0,3,1,10,0,85,8.0
4037008,491,11.42,58,5,0,90,10,2.21,1,0,0,1,44,0,54,39.0
4037701,764,14.12,13,3,0,97,3,3.56,0,1,0,1,8,0,88,8.0
4130217,720,14.18,3,17,0,97,1,3.59,3,1,24,4,17,3,48,5.0
4130472,756,14.42,4,13,0,95,5,3.71,2,1,10,3,15,1,70,8.0
4130738,614,12.82,10,24,0,95,4,2.91,3,0,7,6,30,10,44,12.0
4130993,625,13.38,0,21,0,92,2,3.19,8,0,11,1,32,3,43,8.0
4132551,686,13.58,0,6,0,98,2,3.29,3,0,10,36,23,3,26,9.0
4132817,674,13.64,0,14,0,92,4,3.32,1,0,2,2,23,0,72,0.0
4133070,684,14.02,5,19,0,95,3,3.51,4,0,16,4,16,3,57,11.0
4133393,521,12.5,0,13,0,89,9,2.75,8,0,4,43,40,2,3,50.0
4133716,640,13.46,0,27,0,98,2,3.23,14,0,4,0,38,4,39,4.0
4134557,771,14.16,5,20,0,98,0,3.58,1,0,39,5,13,2,39,6.0
4136370,716,13.98,4,21,0,97,3,3.49,5,0,19,3,24,5,43,12.0
4136693,560,12.24,0,36,0,95,2,2.62,3,0,2,1,57,2,34,7.0
4137279,636,12.88,24,16,0,90,14,2.94,6,0,11,17,39,5,21,9.0
4137535,701,13.54,0,0,0,88,9,3.27,6,1,5,7,15,2,65,
4137790,621,13.26,0,14,0,93,7,3.13,5,0,21,40,22,2,10,33.0
4138053,616,13.06,0,29,0,92,5,3.03,7,0,4,1,42,4,43,8.0
4230587,623,12.68,33,25,0,92,8,2.84,1,0,1,0,49,0,48,5.0
4231726,769,13.72,10,13,0,100,0,3.36,3,1,6,2,30,0,58,0.0
4234613,669,13.08,98,10,0,93,7,3.04,1,1,2,2,30,0,64,
4235230,707,13.84,12,17,0,94,6,3.42,1,1,4,1,37,0,57,
4235727,651,13.16,17,25,0,91,11,3.08,4,1,1,1,55,0,39,
4236030,538,11.92,98,30,0,98,2,2.46,2,1,1,5,77,0,14,
4236345,719,13.5,0,10,0,98,5,3.25,1,1,1,0,22,0,74,33.0
4330015,532,11.3,0,30,0,92,8,2.15,4,0,36,8,45,1,6,17.0
4330023,713,13.7,0,3,0,86,15,3.35,5,1,15,3,23,0,54,11.0
4330031,622,12.34,0,25,0,85,18,2.67,5,0,32,17,35,0,11,32.0
